"","k_1","k_2","k_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"DAD2",19.3153414253913,20.4689072229067,22.244713143146,19.656483539372,19.5707623886746,16.9922001355259,167.351,198.38,217.506,241.617
"DAD3",4.74514508440287,3.77353809297606,7.56975378980951,10.096015607606,7.12909510988133,7.8787842006175,144.352,115.528,179.591,109.834
"DAD4",176.996218170363,168.64812553993,59.4140374788318,133.608398777503,128.585615222872,146.139490131035,542.717,534.716,636.282,875.48
"DAK1",386.987774829924,367.831256104249,170.60406709347,502.002591635258,471.161774774789,535.642707023006,329.389,299.185,350.01,353.053
"DAL1",7.46075919310672,7.41310441933758,8.32750799717772,39.5878829324415,38.3761877006971,35.3877202444908,3.47716,2.40151,5.62325,5.34204
"DAL2",66.3713313279466,68.6777259998401,143.910225622303,137.490439795892,138.57690767469,141.524681063188,22.8067,20.8418,38.4437,40.7013
"DAL3",31.9123883600187,26.4904300103343,41.3032430451462,28.2556657771099,31.4850449908826,31.8431449171319,25.9833,37.2789,50.8773,40.0055
"DAL5",100.602233555737,99.0764091551866,29.0058880316625,93.8459911223395,71.1870438331308,66.3881044105314,7.4126,7.08143,12.6069,14.186
"DAL81",22.3446982080957,28.2969419975955,10.5064564728563,75.3019569075957,79.6530431388118,81.2117783319726,25.396,18.9898,19.8847,19.6525
"DAL82",29.644401011162,27.931518437147,30.0670298528236,30.5942071471944,28.0291187774197,28.8385118460008,26.1521,23.5678,42.6557,52.4231
"DAM1",13.2871957049621,13.3924422246199,20.2093325136203,36.7637428687505,42.5405862925662,41.2225213476434,99.0996,105.74,79.6163,109.4
"DAP1",185.339784473148,178.726071417199,231.684260680008,174.363695674229,167.968978411112,148.839654164376,155.823,156.648,292.679,244.431
"DAP2",39.0879510725906,43.6128624962488,54.7367880586414,19.8537657646759,15.623969361998,12.5415540116313,124.742,118.891,171.586,170.415
"DAS1",65.5498012173913,71.1251207550469,132.213448886698,163.995897850993,163.824185891273,168.278112243517,14.1907,13.5949,16.3032,20.7737
"DAS2",16.334669944926,15.0291866977761,1.06162599233427,23.2224121684707,21.8370972830056,17.1575055005604,45.0002,37.0373,18.1059,12.4509
"DBF2",29.2122668856349,28.1694816104718,1.06851966760916,33.7355766310581,32.4994922906901,27.3455921424794,78.1209,78.6382,72.7733,54.326
"DBF4",27.2355506013429,29.692090254518,32.1365432792095,39.4051836925129,40.693764785369,37.8200066561212,40.9158,38.1572,58.7807,63.5086
"DBP10",12.3813027790291,12.8559234481995,1.85750150482481,8.60323723231689,8.80560722364508,7.3904701125476,248.178,154.394,44.108,33.4476
"DBP2",107.714127897701,128.266850760028,6.16834074597381,62.6237210448833,61.1009945015373,48.947870403734,417.276,244.515,49.8354,21.1224
"DBP3",59.1741234884318,59.6023632400029,6.50752278754573,28.1386778660539,25.4394745230133,22.7925066359655,238.591,163.353,65.2908,29.9428
"DBP5",44.4264812747731,45.0151011779512,45.1003103384569,55.4404534716753,56.8499285834097,50.9924020005043,105.614,90.9252,62.3266,37.4393
"DBP6",15.0523588985248,13.4866125237677,4.05977528689092,14.7824234226119,14.1580568257151,13.3997383589786,19.5128,10.7802,16.7901,10.121
"DBP7",14.3941121405235,14.7268812862451,1.29249396130988,12.8052340227617,14.8165935002332,12.9789171823725,19.5489,10.2274,5.51823,5.1399
"DBP8",8.80007448103303,8.15058929133017,1.20860673856236,4.69459411262081,4.44156300840814,4.35253575824723,33.1719,15.8038,11.9605,6.44251
"DBP9",27.4662409754106,28.09447815246,5.57097312856078,13.4128831463998,15.1942733044803,12.1087818551302,196.12,122.722,41.8571,29.2714
"DBR1",14.7837012834886,13.9549283841946,42.4299446192439,27.3673599998213,29.8651850338093,27.5097370626908,40.0313,33.0547,139.725,177.878
"DCC1",5.44488998164201,3.73402665327146,7.81196484925215,4.11005222009075,3.98729713018969,2.5921162543652,24.1906,18.6082,32.8158,28.9932
"DCD1",7.36162695337269,7.35536996124305,11.8700068471699,14.2079467893974,15.4170972129861,11.1047014015667,18.2403,13.1333,11.2153,6.89728
"DCP1",65.2042380517623,63.4820608608353,116.242684413166,61.8537488430941,62.8287940726423,60.3124649663828,97.446,104.665,125.899,114.693
"DCP2",29.0328610212464,36.2113647583587,42.559112229613,55.7257598962123,57.8541939196898,49.6846196516607,137.299,131.731,130.845,190.65
"DCR2",28.7712227781381,30.3020196110036,49.5541542157527,21.4319227156672,21.5353905545134,21.1282119135015,43.7755,38.3845,37.3058,39.9094
"DCS1",734.673436585475,671.854707913942,356.694817853116,409.852530766555,394.234632775428,446.778237650825,195.747,247.231,489.744,429.556
"DCW1",197.526505507677,202.526667315059,194.710260267737,177.037047976257,192.933729524727,201.44935696364,251.436,270.807,183.175,120.46
"DDC1",2.79324143266269,3.52418195467179,8.44475221174985,8.96328045339834,10.252957949374,9.38940493717728,11.1603,10.4072,12.8638,11.3109
"DDI1",66.0949144993766,62.009735955328,79.7667166058429,43.6973840240519,40.1841013052375,39.8713561988112,176.577,137.167,226.157,255.655
"DDP1",120.872501808481,124.971895102813,183.878582237521,81.6557679585033,77.6081114304362,72.7792873337356,199.712,159.595,237.161,256.251
"DDR48",397.967499288843,473.386823426753,2627.64170982253,1484.36032039624,1195.42400906706,1556.52751281245,693.693,709.797,360.769,213.419
"DED1",321.927675130088,361.868390390216,145.099130996283,638.736123697239,656.064317138067,696.101703178068,195.072,169.892,80.2344,57.5735
"DED81",170.330862126134,162.657653501247,160.123496910532,128.90115536694,119.670762533506,110.091224086663,478.228,382.362,322.162,184.503
"DEF1",237.976907904105,241.968707197908,307.701562380607,396.369523349102,430.538822214289,427.347376341307,159.56,130.655,267.169,134.678
"DEG1",34.2549176080834,31.0105279936425,30.0191280396394,26.8347551624794,27.6714080701219,27.5779712182825,40.2338,31.3277,21.3433,14.3335
"DEP1",46.4600235811518,53.8807071733966,162.648047619778,70.122953592577,67.2965969349277,64.8627744834986,112.737,116.183,285.671,209.77
"DER1",84.7205776266368,88.1915573782115,79.6829040275007,71.0719428307993,67.0279909966247,66.0012826316744,50.8606,73.3283,37.9854,27.24
"DET1",114.088594748672,130.237654498591,326.652666695869,370.786694798101,405.439971607521,317.224569671215,96.4827,108.899,88.8091,93.2632
"DFG10",12.1075117682951,12.4581338158312,22.3461135449381,22.2495700552376,25.7467242196802,20.1102434669859,39.68,36.8189,23.982,23.6519
"DFG16",35.3615354918862,34.1060718167805,41.5481808818093,53.7754202908266,54.7728512312923,60.852665193936,34.4362,31.868,47.489,44.0631
"DFG5",33.1719451189267,34.4444601769936,49.1762977148405,41.9663959880923,43.5953780632978,43.3704915938064,54.716,46.6436,73.9842,43.9069
"DFM1",31.0511033568466,35.7598048410091,19.1335644517969,67.725364356192,60.563317198566,62.0493417450524,91.2386,87.2888,59.9894,47.4646
"DFR1",9.90634168466145,9.76439745102175,4.99988853418141,12.4058428225186,12.6779122288458,11.8055860350792,22.0863,22.2169,16.3205,11.2682
"DGA1",55.76808931316,57.827937176145,101.81843759345,49.1733082128796,43.5704553865194,46.0812184401912,38.3893,33.2903,41.8085,47.7857
"DGK1",48.1608885728453,50.6200680761948,111.326988731919,61.5251261556636,58.0841989876163,58.4280161950257,42.4394,35.467,41.5292,31.8459
"DHH1",79.3271776187194,87.5107936331559,176.626824871646,87.5521082822289,89.6201306462039,93.773850110826,205.678,242.447,144.933,161.921
"DHR2",15.1526042772697,14.1384598364062,1.07249498917203,13.0475455836,12.9736428308692,13.205091342387,25.8408,20.3193,13.3453,4.93741
"DIA2",3.14455950575627,3.37570419948854,9.39854072613525,4.31852282466983,3.76851914333602,2.73591786733852,47.7541,44.4716,35.8104,47.0778
"DIA4",60.6116179903984,63.6964750233476,55.2002140079505,58.6532201628094,62.6166118803346,52.9893802172132,31.7706,29.9299,31.6662,23.7288
"DIB1",26.5564425724993,26.9368533848499,20.6896429187871,28.7145671590187,27.0829102422417,26.08989011095,221.107,203.91,215.198,195.912
"DID2",166.463124284281,157.600791880868,301.836041004554,114.320321311938,120.90139133741,117.840386706739,222.184,210.004,298.522,165.228
"DIF1",757.153835716411,752.352878725063,825.507008514747,674.795997361288,731.454090415134,701.283095069443,267.897,267.636,271.381,149.884
"DIM1",50.7805902517489,43.7087610646215,7.77631563184699,29.3004963882172,31.0402484968275,28.7824621093466,111.69,73.1205,41.6785,19.011
"DIP2",19.2266019060045,17.1245085545957,5.62382644624537,15.0273549664447,15.6296089962366,13.1781309220323,56.3158,43.0779,29.1035,13.8196
"DIP5",673.329337550405,693.582147247797,11.5059748885092,233.937864836224,182.412739416064,169.984983692162,58.0982,63.636,574.217,512.921
"DIS3",32.936827066662,34.3396847397257,16.2379805139878,48.019060661481,50.0810758106818,48.8415552529232,64.8362,53.7712,55.7624,37.6807
"DIT1",177.818463639461,177.012345243258,126.116797559325,24.6232858230662,23.4706808345257,23.2253616391122,10.1265,11.576,11.4714,10.9848
"DIT2",219.335674943336,206.985750749354,193.268402851589,36.2502076234643,33.0587403334559,31.9686955959721,5.0732,4.85698,4.96317,5.39976
"DJP1",81.052666511314,87.2788142955972,177.961202741574,85.24192763222,83.1940484175148,86.1878654576429,210.025,175.114,198.032,173.961
"DLD1",232.227436206449,253.454844524176,614.755404081268,445.255039021281,455.527970924945,496.110914222444,134.696,139.36,550.67,643.675
"DLD2",66.0692934323713,68.8108927521754,77.747095772438,83.924542890996,84.0687827711689,78.3120027232276,170.414,152.885,83.0746,41.7107
"DLT1",15.2768692327461,18.475912088073,22.6920335505916,11.7988234295868,11.4679824710961,13.0976612847869,21.7085,20.983,34.9117,44.0165
"DMA2",305.216887894478,288.425870271369,100.444516949444,193.933997865796,197.995008774816,196.475816849311,16.8387,15.5869,35.0183,30.4667
"DMC1",30.2218893425483,32.853530949337,30.4011079622995,40.2541633721839,48.4537885061198,42.3914168579035,20.8906,24.9442,455.701,366.528
"DML1",9.14417829188711,7.39146319093718,21.3862005056799,14.9913409854055,14.1618696913528,14.1018462146184,42.9649,38.9944,30.2474,38.2275
"DNA2",2.30214415270688,3.02989967646353,3.27512499571313,7.36551780974093,7.55601261623095,7.26512291412785,21.2415,19.0227,20.4524,20.929
"DNF1",41.5026954527555,44.410267971175,25.4300987158369,64.5284688872217,65.1713956810655,66.3673068112916,70.5939,52.837,70.3427,66.7354
"DNF3",17.4609195095811,23.147631297914,17.3074334870404,18.9675008845847,19.5631620113646,18.9554672805823,40.5219,37.7676,67.0237,49.2411
"DNM1",88.0829499432598,92.6805014228444,77.7047624364565,120.452450783244,122.192206402488,119.180056482685,47.3714,57.1646,116.651,100.024
"DOA1",25.5669833986468,25.6688951407194,51.1989274590057,29.7639367229695,23.1358597156295,18.173805494035,175.059,166.17,227.946,158.266
"DOA4",34.1122357349872,34.346997710409,57.964779181451,29.4491258537843,33.4352535342324,30.5011295515523,33.2793,38.0598,85.3668,68.81
"DOC1",52.7122290248898,56.0270803614445,72.9626591095187,42.7738746751815,41.1879975318928,40.5789192265714,55.0181,57.705,39.9769,44.9877
"DOG2",2301.08922754285,1993.68595912235,3834.4465729477,589.927294492517,596.629649082266,598.942085211648,123.444,169.702,251.323,251.713
"DOM34",49.7170311418979,44.466807153112,72.9006160320446,60.1703446075416,58.7323688968981,55.9668757844284,88.6927,66.3552,46.5466,66.7208
"DOP1",17.2512317664385,19.7462805696084,22.2356936400731,15.8717637851738,16.1630078360713,13.6223159530463,53.5515,45.6356,46.5245,51.4744
"DOS2",129.349634709299,109.58894255483,121.536420421989,63.8457186804018,61.1932120520839,56.0224169906521,413.808,430.602,203.229,274.516
"DOT1",12.9904901119106,13.3801404592975,16.8310632317229,19.5362970345602,19.823100416419,16.9707375947557,16.7476,14.6089,20.6206,15.4826
"DOT5",109.788159000907,110.916826500655,124.950465744419,87.477462792472,85.5728336372302,74.6961500632905,70.6733,77.237,84.2623,109.838
"DOT6",33.9856574580383,38.4876446025394,16.4354586620408,56.6532743987257,60.4666354807889,55.8159844253842,194.624,134.356,129.018,126.603
"DPB11",27.0364249304267,31.8403501147843,46.5712896074746,62.6772174976445,76.1799064143569,63.8349343132553,22.2747,19.345,24.6896,28.4026
"DPB2",3.16718812907599,3.08835600189471,4.13386170592174,7.84149041143389,9.25745037800648,7.5553702404855,22.6552,33.9902,14.3056,7.69645
"DPB3",122.604669913824,113.663811165825,36.0585738612141,157.851402025829,169.214619051928,174.950142326523,119.156,117.132,91.3291,108.144
"DPB4",9.82325512151909,9.0036738598269,15.6706742073709,12.7458571216523,9.28887017480086,7.86524677071953,258.514,195.26,158.313,174.937
"DPH1",13.8056226856934,12.9772729589106,4.31928309846878,10.1018297218653,9.47978407122447,8.40808857153652,69.5519,56.5917,31.5583,27.7407
"DPH2",12.3184504201788,14.2642779926992,5.82003192971949,31.0479319142411,34.0972073124365,25.8829229908004,21.7309,10.9519,30.5738,14.6825
"DPH5",83.9360040058903,83.7217480358938,24.3884443875336,48.7670655537885,44.3337901730931,37.4412184090521,187.902,146.08,111.498,73.5787
"DPL1",168.848013161282,163.925312253776,352.8418747956,314.033851307473,356.896336279252,379.886590359429,163.235,145.181,182.558,171.249
"DPM1",76.8493682496666,75.266698347842,125.109321488962,74.0569437722468,72.3465493409036,68.4500594047456,823.291,627.369,439.37,272.707
"DPP1",84.683981459975,80.7834288602222,147.691869087117,65.8086210080625,66.9223002947621,60.2129923970085,144.742,156.677,129.771,140.062
"DPS1",229.713640826217,225.781361286178,366.891069113362,156.964822911753,148.049659373342,146.372950898205,646.84,667.476,242.368,210.722
"DRE2",226.196438291937,219.052358549044,150.168435821573,211.882275591989,225.58933729182,220.11675206235,75.5734,69.7295,84.2084,98.1282
"DRS1",13.5238648973854,14.693309433789,2.26674927789075,11.3693418211019,11.3246869688067,10.1228961091525,118.312,69.7465,29.4843,18.0857
"DRS2",20.4884330381807,22.0046859892771,25.429713517824,27.0603201879922,26.2982145345241,24.3208872458177,46.3361,41.3146,30.9851,34.1041
"DSD1",23.5304185888032,25.688125082241,20.0437032628553,31.9624954722464,29.656992736606,23.6915992382417,131.836,164.879,136.235,107.009
"DSE1",56.4037202126313,61.6238647363192,34.6782048793539,11.7163172712538,12.2704768283951,10.2174473862958,272.329,172.918,266.275,243.403
"DSE2",125.408111190077,137.671939216269,224.716023831928,30.3864366402525,40.0963067130014,38.821539825054,170.349,135.028,96.8467,43.9155
"DSE3",87.0894307645703,87.9297564161054,170.135905784479,111.704319297298,135.273514240208,128.543182202978,91.5115,68.442,195.586,222.913
"DSE4",13.9978149890369,15.1411925244771,4.98674300567363,13.3978438182902,13.3018911474639,16.3446761288095,53.4916,37.7546,22.0735,14.2099
"DSF2",19.0209190859166,21.9990737629416,2.82935287778286,24.1477303853678,28.217949981837,21.5897436675543,12.2564,12.1734,9.50223,9.31475
"DSK2",179.310873004393,175.496148356243,183.768282238947,155.475304527855,151.403675926797,144.027624176268,214.789,111.647,151.874,85.6603
"DSL1",27.8720799941322,25.9322584478222,86.9028245226769,89.5641335479394,101.798500840655,103.689573038566,173.095,134.22,75.8336,133.958
"DSN1",8.39254939992752,8.41921690325771,5.28875722458494,14.1633556275781,14.8468609382337,13.383897191517,23.0188,19.0724,39.5807,49.2918
"DSS1",16.4918571011601,17.9056706442912,18.4713009102927,20.7510597650264,22.779100336677,19.8468570040672,19.1374,16.7823,19.5099,17.1522
"DST1",36.4088952016286,37.0686316203537,77.2609813091101,51.5375548625915,52.5286864517888,48.2343544136106,126.884,93.7994,81.2565,69.7204
"DTD1",28.859118865171,29.1983036649075,97.5788321792129,67.7762593742607,63.1435671178788,54.8558175910543,169.828,150.679,63.2947,55.8551
"DTR1",246.676513991365,253.817904203625,165.227939507429,203.77633074111,183.483198799399,153.297163475794,4.59143,4.77026,2.40939,2.62416
"DUG1",82.4951539286673,81.5155817363383,220.715558385249,88.4845179767782,90.8197891001545,77.9222443464449,619.361,562.697,441.439,287.182
"DUG2",28.8850370443737,27.1526251382432,19.1724995041935,32.3218983935908,34.887683281849,28.9460529662173,33.4671,36.2777,58.9933,53.2365
"DUG3",36.6955860797511,40.413375705421,126.985603978174,129.327401328818,148.729600896318,143.463793642218,34.992,32.2332,238.936,209.907
"DUN1",12.1868041155856,10.717446826878,33.4873915044354,16.8338369290951,20.6397172572976,17.8959208912883,35.1104,34.3422,24.3672,18.9126
"DUO1",38.3010643316484,33.2454113021641,60.7028658985783,44.9152619778748,51.5509188059222,42.9296806563635,27.8119,22.518,20.3675,17.2859
"DUR3",49.2090056926728,50.6906752778912,36.4031632532952,118.336719812747,128.145618504984,124.796996716085,11.0674,22.5397,14.5721,11.6469
"DUS1",19.5598206055149,19.4416218719378,7.8250653588013,18.6456980467081,18.1242517165645,15.2515064640533,31.0541,15.9569,10.3925,4.64246
"DUS3",8.57477571938861,7.72648638458655,0.324987548673755,8.53068202107087,7.39055509817442,6.29901883254651,171.715,97.0328,51.9071,37.8493
"DUS4",15.0375351376234,12.760905382864,2.46185996681521,15.8327068878378,14.1318657301423,13.5105394963397,45.0264,36.4021,36.4723,21.4897
"DUT1",28.6496224537405,28.7009034356065,21.6276338523741,10.1415582019411,14.4408760004918,8.34742618754724,125.812,113.875,152.016,55.9021
"DYN1",13.9004101880024,13.03457162868,8.5883067578476,12.4375993469683,13.6832992492341,14.0353867265554,23.6096,21.1884,13.6415,13.402
"DYN3",15.3916472239976,17.5190238578405,17.9919524929187,28.980832543273,26.6152320046923,28.0886139035684,107.751,104.296,32.227,42.4168
"DYS1",95.3524417486852,100.713363691797,122.084449343339,77.8682425521575,75.875402691005,73.8296556227524,256.216,257.991,136.565,56.974
"EAF1",31.7235139305997,34.5512939001394,8.23745648341314,40.7693607797988,44.5788498291087,38.0413140101894,21.6735,18.1432,29.1645,25.3799
"EAF3",9.49476825699453,9.67548136646255,1.23976149491647,28.3877808924885,24.3925022842083,22.8824117899974,114.925,110.389,265.574,316.306
"EAF5",12.8752767574846,15.6440135627883,13.3982511601186,19.7760384937851,21.43567531323,19.3195585474676,123.95,100.839,124.946,82.3621
"EAF6",38.6618481167742,36.8658156198739,47.5235710675026,42.7511186617718,41.8513081460373,43.7727990375078,102.855,97.2629,81.8913,87.6192
"EAF7",24.6316451550472,23.502566766206,20.7223878763429,15.7276940360307,16.1651239627444,15.2036258706034,459.8,501.116,168.681,257.901
"EAP1",78.0126135075488,78.3380953511095,25.1153186149449,89.3978070945601,81.3524966663507,81.0498216871076,56.5425,49.3352,56.5488,70.036
"EAR1",104.023436097938,106.180209238371,183.347329032827,161.16577616011,169.008708490302,175.860760127484,39.2624,33.6658,100.782,113.292
"EBP2",76.9308854537609,76.1870223721765,5.55404857003548,31.899367094366,29.3853168026233,26.2611285600899,2210.81,1877.43,199.747,163.679
"EBS1",58.2588071765739,56.4214240454567,31.966648664603,109.424410374007,112.553853222987,104.198203060911,38.1435,32.1274,35.3083,31.6946
"ECI1",106.38527032933,112.617850989679,72.4145015282293,64.3839660511648,69.1067864048445,53.6621567409025,38.8052,63.0396,442.906,690.089
"ECM1",89.4964675143457,95.3022130954003,85.2628775034606,124.78522012237,121.165085237993,115.65367249304,34.1942,26.821,24.3721,10.8314
"ECM11",1.3983208024133,1.78042720134248,9.36889490662059,4.92465716461324,4.7364256819223,4.47572073253725,0.57192,0.420704,0.281745,0.316772
"ECM13",31.6069223324585,34.3270429743005,912.692341480633,251.681168499857,243.705191979641,228.300112250318,20.454,26.9147,85.6768,56.9645
"ECM14",109.967546229675,109.480342612408,315.822547617177,85.2131046271465,92.8896198927329,89.9544831291902,108.553,93.425,214.856,216.921
"ECM16",6.32231310434089,6.20365175628517,2.70125512388465,4.48517464328174,4.35895507390633,4.06512515676692,239.843,153.042,25.7847,26.2263
"ECM18",161.226291074296,155.632251042685,77.8070633051372,66.0055782486866,67.8635319254208,65.1749909492688,24.6654,26.3134,27.7684,30.0682
"ECM19",344.284581916133,337.958135403015,245.213332355251,389.774224608828,440.239427968014,416.937246998288,122.784,126.032,204.052,138.471
"ECM21",153.263569853627,154.827817444223,39.0692663172173,116.863124772685,129.001816142356,123.734402723496,15.8533,17.2421,37.312,42.2327
"ECM25",4.85250611789855,5.06111686268143,15.5876051241883,12.9263250832127,15.2925053523003,12.1767661183359,24.2556,20.8161,28.1144,33.9922
"ECM29",18.8889538279041,19.6606462628744,29.9248075134034,22.6281618422476,19.0060184055095,18.5303869889313,27.3117,30.0377,49.7536,42.9158
"ECM3",69.7251176564444,68.6000145020739,135.128386031086,114.845014175902,109.108804225745,112.400542355191,34.2402,27.839,18.5706,14.4809
"ECM30",19.749202118887,24.0808711773594,50.0967674009098,35.505588090211,39.0621832738497,35.5483024844753,33.2253,28.1742,90.8684,53.4006
"ECM31",23.9933527747303,23.5554934216372,27.6256352608581,50.2676579539813,50.0233784259073,45.9398947628737,19.1089,17.0219,24.1195,15.7392
"ECM33",845.095458989116,935.181706883774,875.393834843854,606.541454033584,597.9706795923,580.07672394915,251.185,230.148,179.735,49.5215
"ECM38",8.5048281531433,9.39810097459822,16.1134247161058,25.226497418349,32.1419886137392,28.2515250420392,37.7333,43.8448,108.955,79.3339
"ECM4",3644.14963679604,3457.15527880364,213.001041617782,1410.21544670452,1428.4997171402,1729.68758144241,51.3454,56.2725,180.174,178.815
"ECM5",3.14815431163054,4.17899292749996,5.03589296863616,10.473100717498,12.2977220635043,10.402369593044,29.6469,26.4327,25.264,24.7681
"ECM7",14.9240528779521,15.0959895374802,22.5250403298725,29.804510736029,29.4836074975863,29.2479086063429,16.4757,15.0899,33.7084,15.4753
"ECM9",76.3538354991444,72.91178359809,94.0034259360575,45.2785393670275,45.2545108167549,43.1066659314745,41.9121,50.218,30.1163,44.0187
"ECO1",29.2563411231389,28.8919099530557,28.1805755082138,26.9271042617855,28.1820023820354,27.3815601528843,18.0036,16.7572,27.226,28.3846
"ECT1",21.5341403571649,25.8351351343738,18.4828538974148,27.949589346533,30.786766932495,32.2171249125879,164.898,177.09,133.295,87.5865
"EDC1",35.3230362697937,37.0819020622609,56.5542496605066,82.8047983190305,83.6089341898422,88.1049841661744,108.035,89.8562,215.131,258.14
"EDC3",12.6286669833693,13.0561636966327,0.849531959026332,18.9194991606163,18.4139184071141,16.2518618172888,182.16,168.093,167.509,166.634
"EDE1",119.625452437251,126.367059622522,36.9940228115676,169.450824673232,169.073547899513,162.098642264758,92.1051,85.4117,188.13,141.043
"EFB1",348.268775450777,348.288494976659,120.084376451083,163.816128656036,158.350974506018,183.679949900572,800.091,824.431,1186.49,471.218
"EFG1",14.1285507282262,14.7463262479495,4.45533478757837,5.98041964659135,6.02844327865357,3.97934536704616,358.238,227.436,33.7004,43.3159
"EFM1",28.4540466848451,25.9809274480433,69.5299814537155,47.2015196097321,50.545342716406,47.2924682730653,54.039,40.3453,23.6171,18.21
"EFR3",7.47135310037417,8.68377882183921,38.1181010403538,9.17674847055908,8.92893256094093,7.6795014927428,47.6109,47.8617,65.397,46.2433
"EFT1",1874.98198993375,1917.28997627042,848.03343705353,1058.35116252215,1038.13324840297,1016.38680208066,6.98118,7.92195,4.64603,1.60432
"EGD1",282.479513794427,273.328901474073,343.391417785129,198.754701115993,166.313421045854,141.694917943049,687.462,701.316,636.695,253.432
"EGD2",173.047365508508,180.763651799982,351.767609372201,84.475894677924,75.0463900458028,64.4801332623221,1078.93,904.353,598.915,391.731
"EGT2",100.160137642624,125.022134731858,158.866900983544,57.3337370849509,61.2167160820326,58.3460767754266,54.8936,32.8741,41.923,40.651
"EHD3",2272.27996151704,2216.97325040569,799.132106317144,378.059803691146,407.826630892318,429.000152922151,25.9722,19.6379,53.7146,37.121
"EHT1",51.3848860034397,53.4973532177252,324.233345943871,67.8905351258551,71.2837339545434,64.4543658275853,216.263,244.577,177.973,258.851
"EIS1",387.34123143156,398.0223790995,165.052070040085,467.612350355014,508.817638422158,589.238948640242,230.353,223.315,753.408,469.375
"ELA1",21.8290589264011,20.0041499558185,19.8374906501469,25.8092877877498,25.4290698299569,24.7509922442572,46.6695,53.1227,38.7571,61.3457
"ELC1",66.405204621469,69.7939959892788,114.08250822966,85.8221046191254,88.4522264406411,99.9349001456129,107.562,98.1842,106.805,137.844
"ELF1",52.3435423568518,69.8685091522567,111.528636067407,60.6791817675308,64.0127930911799,51.8022336892365,917.172,936.073,1194.79,965.53
"ELG1",1.88942336115099,2.84169002741274,6.13218929837835,9.08768718878832,9.29295827304083,9.09070678793722,10.7065,8.61653,9.3978,7.3629
"ELM1",2.02735265273905,2.76808473530584,6.16646587036713,7.42393446248863,8.81277501881075,7.22961445525999,11.0255,9.80459,9.10063,10.2905
"ELP2",14.9854936662891,17.3460551733773,12.8881224652648,24.1399622940354,24.6349523497327,21.0733699027448,63.2636,38.9108,32.8569,20.0947
"ELP3",36.8482768034017,34.2526314962898,12.4777975740873,40.1360942505743,38.2384503722097,35.3412758467933,83.9868,59.8575,33.6152,18.2477
"ELP4",22.9920935658907,23.2266823455778,6.38444691526796,24.0183207057041,24.1098515382418,21.551281991367,69.8245,51.3162,57.9179,43.0068
"ELP6",44.5374458101845,39.9901158011571,4.36992382109881,22.2144337566344,24.9464119775224,23.1183364673706,76.7675,70.2858,74.8457,43.6879
"EMC1",30.9424815785222,32.3128070927506,51.4696520378829,35.9529810708909,33.8346620203617,30.8554110252624,177.253,110.943,103.03,82.9457
"EMC2",32.2060800196191,30.7896552871351,53.9283057326571,28.0988213818244,26.6140042968854,21.2958362203034,98.5552,85.9297,100.376,92.3468
"EMC4",82.1947756528905,77.2027725439301,95.1784227180646,58.971301743512,61.2221336960075,58.4443449395822,245.173,204.416,117.797,129.008
"EMC6",54.8940795004537,49.6625544885104,77.4367844322722,31.1030978817678,31.4633991727696,25.7656355683901,180.317,190.052,180.376,137.019
"EMG1",48.6094525897316,48.7565444813349,18.7453472020503,71.0750863551847,78.6153726557405,69.9400094814174,79.5467,61.745,39.3212,25.3892
"EMI1",60.0189596826975,65.4930733829121,56.6089596539369,74.6861648273983,69.4043854388578,70.4491513128913,63.3538,66.4283,147.901,286.534
"EMI5",165.494247679367,179.937584953411,31.7275088332549,159.739919762502,146.590957824626,155.949132834089,113.028,113.117,383.729,302.22
"EMP24",40.9092733954036,44.5712903212672,117.75362484064,73.2879703463272,70.7368259789089,61.5472083436473,591.377,526.764,779.069,398.531
"EMP47",35.9187097176062,41.8011976733269,57.9535713997137,68.1479146733995,61.5078584430508,66.0025266127631,64.3611,47.4629,60.8504,49.6117
"EMP70",68.9575564290958,74.7346988150418,69.3163770586371,68.9369156133688,68.1000225798305,69.9666228792414,81.3415,38.757,47.5115,19.0718
"EMW1",9.2629900913999,9.99157552171587,2.53060133168156,7.77981983805943,7.69103427292078,7.81919429672405,21.48,14.8851,12.4508,6.01311
"ENA5",33.1917278585705,39.8616780648214,8.99319368380445,11.8616426792646,14.6266324255212,10.5985352621287,0.623541,0.544266,0.905356,0.545311
"END3",59.7519957881235,63.7763465815993,151.477742798263,56.4513126789013,55.0880402729046,50.9888168081323,346.262,378.774,439.566,484.176
"ENO2",4093.33485938765,3848.68113889126,4400.61821831142,3168.27540556473,2972.11464641577,3037.78097193854,3261.99,4547.95,941.146,289.699
"ENP1",31.2793996202768,32.275937226599,1.75308780092022,13.9400716297452,13.703408796511,10.3606631485658,173.079,68.7322,26.1242,15.5339
"ENP2",26.0810230120652,25.0907109221651,2.08464740312911,11.4411264458184,12.2569513782031,9.81824514053421,199.3,101.87,32.566,26.0462
"ENT2",153.607445371628,175.982671049236,256.095653200719,155.767690186461,148.213749972292,150.137437822874,97.5507,87.5832,261.945,183.589
"ENT3",107.850534730096,115.603194681143,304.110186739416,91.0215555981727,95.3201532592974,89.0039346412055,102.318,98.6081,182.429,135.881
