"","k_1","k_2","k_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"CLN1",11.5601718228856,11.7207191494932,43.4562384085722,16.9549244534171,18.173061858727,16.6343806334182,26.9625,18.9907,40.798,17.6098
"CLN2",40.9560803443686,41.7770933970423,72.3073971333889,43.4064583267597,46.3604372785525,35.7675662523389,38.0327,29.6552,21.143,10.373
"CLN3",154.523719829885,152.192541178464,159.375505378115,130.832056048003,137.27965709062,123.131227218601,45.6133,40.4932,31.0272,21.3335
"CLP1",4.20590816694569,4.15294633994283,9.71724912036969,6.68041993887514,7.73724332286623,8.10910231696647,40.1516,36.9288,44.5375,53.0584
"CLU1",131.20281842566,143.697779670033,204.291639421149,130.406674006163,123.179231586472,117.437740229263,188.943,153.508,143.018,75.6843
"CMC1",116.306149941196,120.462946814236,111.654978334263,85.2955333501602,81.9109460868804,79.0322107140016,97.9759,104.898,245.485,201.888
"CMC2",806.936219479981,790.728139234027,582.835480804732,711.133580015863,769.412151599746,754.650438873766,281.299,249.807,456.951,516.122
"CMD1",387.408827500119,412.585592838757,476.147082814933,455.833762722983,443.877035899407,415.599603638057,981.583,1133.47,687.796,668.779
"CMK2",157.109360690947,174.190552200867,217.945971166344,328.4352064176,342.136471536182,348.671195937407,143.343,176.481,361.918,566.073
"CMP2",106.198623402624,100.981484902703,97.6621673367642,121.798155262803,118.397165169646,128.55212853828,57.4392,58.5853,93.0882,95.0479
"CMS1",11.7829480359824,12.1222965406124,3.26068665841698,10.9637602391331,10.1815009025549,8.69653640502377,56.9,38.7594,24.0895,18.876
"CNB1",92.9756213531901,86.9249673034542,191.388793308113,79.45722268527,71.7484872906536,73.801280838204,439.396,415.086,475.847,315.336
"CNM67",3.61314086643065,4.44250636228222,12.4181789749663,7.8611731495971,9.06384086369017,7.69340104295591,35.6089,35.6403,42.191,69.0615
"CNS1",9.82819763981922,8.47461701307696,3.71478048775627,15.181273966101,15.2604735619078,13.8937431233975,105.526,64.8962,23.6068,16.5278
"COA1",642.537127520546,624.277591777641,427.295130696629,350.943757093951,354.776320871888,340.110666733254,259.977,302.681,413.724,353.87
"COA2",1264.50694962548,1316.69651260287,1653.02186021271,2208.56736061139,2400.88725806396,2367.66359875009,227.907,209.259,339.954,381.866
"COA3",1101.74391815802,1058.04365758076,659.943152619804,875.322135640242,812.021409857428,812.273316108341,302.388,279.223,629.02,271.532
"COA4",154.063266338798,135.278504640814,151.190184425535,168.162295013064,172.197072113335,171.259233944727,205.574,240.09,254.176,246.731
"COG2",14.9436939523481,14.5641677500818,36.2155275179305,14.4691016477992,14.2747911305066,14.9243572144773,59.9612,52.9565,48.0427,62.1083
"COG3",25.6077166181527,25.8525444723317,56.6624905850518,23.1876168250957,24.8741528669464,20.0792310908353,31.0411,26.9303,24.9675,26.0682
"COG4",3.26972266503214,3.8406240405563,17.3609400143221,9.83238882781835,9.96982085017947,9.01339558809816,63.7256,69.0481,92.3548,86.0231
"COG5",8.68425490742903,9.57604184801773,16.2652341334159,14.7109778778767,14.6737122765124,14.542800283731,41.703,39.9124,65.4996,93.5449
"COG6",11.211976518179,10.8462806518565,16.9542151684173,15.1232027440022,15.8869231702409,13.411867718563,79.0213,91.3575,73.7998,86.0923
"COG7",7.90956780731394,8.15585709948522,24.9202337641677,7.96436977860962,10.046804003455,8.28213082445319,213.484,262.717,143.933,160.221
"COG8",27.1074952308001,28.2613548253923,67.6708831173539,26.39247555938,26.5430797047822,24.1757630228129,280.678,276.639,65.957,96.5782
"COP1",50.5673940869327,56.2359202207051,98.4273495413062,69.2640583831175,65.1987083305206,62.0804143565254,73.2668,75.4412,144.653,94.7344
"COQ1",96.162680387075,102.343101885484,68.6038949553704,63.1393971487261,62.2887398051547,60.4098296678407,41.4108,43.2601,110.76,69.8086
"COQ10",5.25042962515479,6.08460802786191,14.373312948162,13.9474648536992,15.0947677071467,13.8690563019273,51.4334,56.9361,37.0607,47.7955
"COQ2",24.7996589030521,31.2882427192175,16.0517850040941,30.8445965793727,32.8850035095866,26.6704569489138,32.1441,26.0562,18.8577,7.51412
"COQ3",54.4212326925296,48.8829823810207,68.8968198739104,39.0337556648324,38.5401885028369,33.8931844727783,145.42,146.08,112.524,100.239
"COQ4",160.200047053558,137.819590334512,62.0614334141616,90.8362292797044,92.3062502930843,92.4497945842384,169.803,168.693,213.242,225.358
"COQ5",80.4358747288024,82.4858294906568,134.699281382742,80.0147389825284,74.8812753406182,72.1880812147486,792.784,970.496,567.787,565.54
"COQ6",58.3238848103875,58.2745858744815,71.5772921644013,43.8489155422131,45.4226863006502,41.0098311572474,68.3484,85.2603,84.4572,64.5998
"COQ9",51.4743765857082,55.4511977398863,38.8458601740493,39.5762235547177,39.0634291572827,32.9717187555253,85.9718,82.9381,145.702,152.263
"COR1",546.959138835992,617.71022278959,993.920827132158,1035.77267759919,1002.48395254854,1036.48166816385,344.359,441.174,502.112,431.604
"COS111",112.664704651586,115.095439604951,149.902318505929,255.703352777995,267.790221247146,275.987270118617,33.2916,39.187,40.9527,36.9916
"COX10",273.137895664454,273.619163451226,171.980842825898,177.669837528652,186.692549490338,191.794839008797,10.0667,8.51064,16.3024,6.7474
"COX11",139.214667825496,145.945493255709,140.858466891987,129.076859315174,127.963518186473,115.154432277577,36.9651,36.6839,68.0214,41.9811
"COX12",2951.63331169486,2768.32559943944,3743.60952746998,2616.52312689578,2698.52452397895,2731.6208281435,287.701,332.687,779.65,759.702
"COX13",3060.7513191335,3168.74017127759,1750.91381170368,3820.76650699917,4113.74230810982,3943.46908147139,302.013,340.806,658.847,550.637
"COX14",1580.97055522516,1520.02336525599,1226.17802114608,1366.85155566252,1488.25261248402,1283.01061837578,666.169,739.774,3151.75,1859.88
"COX15",599.184556282697,603.902987933841,541.834486738481,387.790333006928,399.104767465975,412.629504890113,102.949,119.404,229.82,149.074
"COX16",1133.60474166813,1098.03494461682,440.603172540441,920.623382155198,1009.50900480812,981.178009764097,52.2421,60.5162,133.579,176.229
"COX17",990.777480548384,1006.23064513164,703.831711612024,985.748281957927,956.85025578107,946.71573945263,1426.64,1310.81,2381.28,1111.84
"COX18",32.3466797427918,33.1559920279182,41.9503119395116,30.0910129506944,31.2934355981292,26.7437274350372,71.3846,74.6462,81.733,100.363
"COX19",557.85372811914,543.421737850886,371.364376051254,324.975010746828,324.519486238072,301.519151986555,236.578,223.383,693.147,896.163
"COX20",161.122205935393,172.663557100405,31.700300610261,215.92062971811,206.54849742306,212.785006623977,88.5856,95.5106,321.225,287.698
"COX23",118.826716658187,130.117697698612,17.1378794885512,109.190550670351,110.74877697436,94.5647211529998,59.7121,50.5912,169.109,136.16
"COX4",2565.04668730868,2689.51015319577,3761.76118265545,3323.78238884821,3665.2486366724,3531.60197768635,159.594,173.213,154.684,213.592
"COX5A",2077.43587142839,2126.76933716603,2640.66842406304,3328.49664661218,3481.71313526989,3411.92995481201,123.809,145.739,367.49,250.589
"COX5B",125.803611883533,124.169499023905,83.3373029456041,71.9521956067912,70.2496862536161,67.2500091167475,1333.79,1530.57,1348.63,1560.84
"COX6",1830.07990096617,1791.01722199716,2886.40497073823,1512.56730782768,1562.95406062823,1476.28965203477,160.335,184.344,361.257,399.164
"COX7",4591.85721785143,4429.59464428347,5074.5722433578,4685.69403838748,4970.02088015854,4714.34519465576,150.688,148.524,381.252,560.647
"COX8",5014.19669784299,4770.00265837301,6032.4682539255,4021.80098404618,4257.14180828847,4225.57417557969,421.318,591.125,1207.4,1151.53
"COX9",4620.77761709818,4217.38801994232,4584.42063020555,3682.9212194258,4094.60533848493,3825.47009783483,945.985,1039.61,2449.17,2141.67
"COY1",64.2368335057234,59.6976641893295,125.915371826127,71.0803797345044,69.3260702457139,68.1458812224406,89.3009,91.7836,120.507,135.933
"CPA1",517.237987817056,480.970351060741,201.685399164523,775.280748779878,904.005221554627,885.210229759622,87.5879,52.493,100.163,94.7458
"CPA2",68.8988001523162,79.4430507031628,9.26354571779071,38.3486637590702,36.3145890662859,29.1083062716489,71.2401,56.5096,147.744,158.994
"CPD1",129.942932538629,123.488527803989,103.693701576835,154.687279011755,155.497169850179,159.354787494405,51.8292,49.5858,95.3141,116.198
"CPR1",1787.62752986241,1728.16291306999,3369.61155737552,1487.1574159892,1386.14081652435,1337.3774144304,2806.33,3391.82,4841.5,3049.13
"CPR3",851.151972777924,891.862718667676,696.022603019416,595.824426404092,565.515553542056,568.036087368507,345.377,354.356,270.252,178.88
"CPR4",107.59971906548,105.609748517723,116.553978099258,48.5914605499711,49.3966170069411,46.558770065785,60.5081,58.4033,96.3486,68.5404
"CPR5",63.9661701989254,73.2966089322439,321.858496237678,177.763488901134,169.673108490355,157.695583567057,1291.93,969.104,492.912,449.572
"CPR6",79.4983132440278,74.7968323918954,544.992158823706,172.433184248641,191.66197764701,169.612335772764,274.863,271.971,287.609,228.776
"CPR7",4.16976190047115,4.3860867814414,7.53531735817679,8.06620296989351,9.17227050326108,8.18656777647873,23.3979,19.0518,16.1726,10.6873
"CPS1",100.337119365913,106.134845461075,237.225482950412,527.733586380275,455.94909697406,389.987163790112,68.1763,61.8264,123.377,156.885
"CRC1",4049.17793745569,3988.2983842075,64.3753711956977,520.346137871816,304.213904117079,153.052727877687,3.92011,4.87423,121.727,135.114
"CRD1",24.7085352270375,23.8433556797832,29.352793894634,28.7533839642056,26.1077966606305,24.7161562242089,41.8441,48.4332,74.8297,108.179
"CRH1",88.1100015243826,96.5004470267819,146.599439259526,58.8949138346182,65.8461449524044,55.5265266059273,52.4927,26.5573,59.3501,27.8167
"CRM1",74.0915406049724,77.7251734040381,190.044181024129,88.9635314550522,96.6703331156772,88.3067616649336,119.542,124.558,159.162,142.764
"CRP1",409.219231398054,411.451363794078,424.431052720415,453.387120031807,485.644003025413,477.36831868269,1014.4,897.654,241.757,277.383
"CRR1",5.6573904863638,6.12719403181813,12.1760035728723,20.0652790605461,23.6696282458636,19.4673071816319,6.72053,5.84878,6.64477,4.55068
"CRT10",5.75609145326694,7.08605569495504,14.0781100701512,17.605625033785,17.9924684780533,16.673849986715,33.4166,30.5832,57.003,50.4855
"CRZ1",73.6577675387235,79.3484193145944,3.28752226571131,92.4619336068579,90.1785012702115,90.0779759795367,38.3161,38.5007,76.7985,73.4759
"CSE1",19.9230469706353,21.4852748012071,48.2958981849919,40.2395654567322,36.999673163695,33.1832958616569,84.4016,80.2617,70.6337,73.4636
"CSE2",38.1829041595508,36.0737689378846,35.9335618437269,53.3894482423661,56.6272607517933,58.705501652105,60.485,62.781,63.0572,81.4916
"CSE4",19.9457886892275,21.5959479780961,19.0072557553582,35.1615418281712,33.9337203764147,34.5472240270905,119.872,98.9119,103.444,79.5807
"CSF1",16.8721404281885,17.0519632651223,14.8980553944602,9.12862207081159,10.2730814539794,11.8436968792226,15.294,13.8091,14.7088,13.7862
"CSL4",41.0527419250786,46.5872008597912,21.1635830939364,44.5290921459811,39.886780123127,39.7317933681,160.384,125.228,73.3085,48.1714
"CSM1",40.6982454560021,44.5780961374714,46.6035816973856,59.9159299873076,54.4000852837735,54.3319282694627,97.4138,66.2634,54.2902,49.7395
"CSM2",1.58049438063612,1.49858211347853,4.65471509470614,6.37563900359523,6.75620529389037,7.11670271916177,17.1816,16.4345,17.4573,25.8983
"CSM3",9.61059916808891,10.1348899902752,4.86118577502944,17.5897008961744,16.92173590196,16.5602113470761,50.1771,42.0633,45.0895,34.4519
"CSN9",45.1098796580341,42.0095466421797,61.1870400760204,50.0799246906439,56.1754646316599,55.3470412583959,103.01,66.6787,34.5756,43.0064
"CSR1",38.9065078495207,36.35351735708,68.6112607315444,39.4676837820428,41.3924875315878,35.4113485273398,114.275,65.8178,27.6459,15.7843
"CST26",91.5433359372271,89.1843252280641,116.58774736697,96.9764823311984,101.79253747859,99.3413583516997,31.7355,32.1127,28.6927,17.303
"CST6",288.487002920566,261.136376306875,32.8949488498318,135.95000063878,131.854082407811,143.099262888835,62.8999,65.981,231.84,274.319
"CST9",18.1384642670495,22.4617063905929,20.7662952850169,41.7610927559203,46.054452947953,46.1209529190537,11.2281,9.31345,15.3373,10.8533
"CTA1",476.204547828022,505.685569507494,256.351009327931,532.85317005845,521.480269347544,480.136343735517,21.7773,23.5751,716.389,1093.65
"CTF13",2.85937956410186,2.89604015359032,3.26559215963319,3.12688219753408,2.78591643941712,1.34454152924634,20.5489,18.2614,14.6206,14.0563
"CTF18",15.0714742527641,15.240978264466,4.95541992658439,83.169603262114,91.8226276363094,84.5643780012705,29.9152,25.5532,24.8934,17.7291
"CTF3",22.8971338081162,24.8285366263425,36.2336892326656,33.7466945184497,37.0362325938256,34.8388203713706,14.885,14.5902,20.8798,21.1839
"CTF4",3.06251180370952,3.03059413564235,5.26952538013191,4.4826657736618,4.10519902619243,2.78042213131389,39.5969,31.1692,25.1115,21.4354
"CTF8",7.86935591874131,8.00089721378133,16.032425094546,13.8397179940329,16.5591854697803,13.205091342387,74.0954,79.4607,82.9429,78.3226
"CTH1",182.264201821375,199.420230863951,83.0833698371389,164.978507249951,180.81614079502,158.676396510966,106.533,147.709,132.839,108.519
"CTI6",85.2217049935654,78.4227318923238,130.576743862041,69.7973319937432,61.8913229396358,61.5760225797632,138.805,155.56,209.044,170.79
"CTK1",45.8766884094247,44.5051018889517,21.5146302502427,44.0798116133919,46.8465588002217,45.7095109585146,18.612,17.2169,22.2278,16.1333
"CTK2",6.35237164524901,4.61031031017445,12.6984051776683,4.91825735023428,4.23365033671825,4.39283701526804,34.7384,21.6623,24.7645,36.9015
"CTK3",25.409486580996,25.7656858463782,36.3437113705679,40.7028194502147,42.8760862532348,41.9100396321518,38.7355,35.7939,45.2481,42.7467
"CTM1",13.6228595048504,12.9874114534098,34.5575094415201,21.1424117827824,21.61671510391,20.9615126072725,7.78472,6.52466,8.03748,9.78769
"CTP1",12.5347801695549,12.0060060704489,7.72737192352762,15.1155161026863,15.2021613113873,11.6644653494092,35.7244,33.0067,30.4651,35.2954
"CTR1",4122.28990583462,4314.87950093151,5369.70426922672,4423.49665119406,4870.35150123986,4175.02556979687,34.8759,23.0474,17.1425,11.5655
"CTR2",242.045851205424,218.853973050895,47.7264705644701,258.702524945949,276.769869830393,290.28112107239,44.7002,41.1739,133.277,164.106
"CTR86",7.07396321016556,6.07922878708713,12.077410984402,9.31162266193459,9.16572080785403,7.21107112033732,18.3828,12.9938,8.64426,9.90657
"CTR9",18.3347333226591,21.8311910833019,30.8584050134773,28.5282498193083,30.7679122209259,26.1885778583171,154.985,127.94,123.483,116.11
"CTS1",48.7972418607917,58.0966870078782,83.4885158988766,17.1901328799234,19.0412938556665,15.6975060460553,327.722,209.731,351.686,265.267
"CTS2",33.3070297075218,31.5056937821847,6.48894057684562,6.99711929997844,7.38105897031373,5.51813588320123,27.1988,28.9591,57.7927,38.7112
"CTT1",591.833141537909,562.321035728852,120.31468787504,2018.01988654745,1416.13022821309,1858.93551200659,179.696,198.242,513.851,420.06
"CUE1",207.175368311388,222.856451606336,213.811092632542,187.968441208578,181.615462551729,179.258783377125,197.29,186.799,242.166,219.57
"CUE2",6.82012347660939,6.92447342732661,1.01096321014773,9.13638108799356,10.1259782679814,8.89340104728079,29.7898,32.7744,36.2994,39.3619
"CUE3",15.1115424852818,14.3657675703933,24.5789496051303,11.1348124482012,11.4433851629673,9.61675130369489,90.818,86.3217,78.0763,81.2001
"CUE5",91.6376780903743,98.5768569722434,86.236806249493,130.911450552284,131.285077768332,119.33658383463,416.925,394.921,512.585,330.404
"CUL3",17.1928319529022,15.5325185498247,38.7724275461211,11.1801409471522,13.2653474904653,9.91291936920723,35.1105,22.3463,15.9556,13.4386
"CUP9",273.895952199656,267.948662778692,113.70744734848,259.707364711649,245.427200402108,249.688984299538,21.5099,20.2696,49.4845,62.232
"CUS1",11.4030277894224,13.4780264263469,13.2485702731879,14.9758017055042,17.3061174323516,15.1345594287657,51.4211,43.6755,42.9993,45.8585
"CWC15",134.721871745433,122.970043676867,98.4563801012541,71.2660913647985,72.4966794595755,74.3955786133554,152.617,146.266,129.783,157.323
"CWC2",15.4827483831725,18.8596508569226,23.6945467305774,20.625827421838,21.0542604123059,22.4671235511006,19.9302,15.4316,12.2321,9.16859
"CWC21",37.7441888047805,36.2558383615661,44.8637709734905,78.288711828453,75.7269723278216,80.4196937499922,148.461,128.91,236.68,138.714
"CWC22",48.1821396488698,45.5713600684043,38.6610316350752,38.6196798698617,42.399467756208,38.1766881942907,48.9345,46.7063,39.8602,49.1221
"CWC23",30.2204739299714,31.6658113868303,36.5111345625655,44.2418697443235,46.6726988677659,49.8279712157132,55.481,43.8146,47.0512,60.586
"CWC24",51.1990295852121,55.6497630368328,32.3932033558405,11.9760218766978,13.965299074514,12.9319276790427,34.2404,31.7834,33.8362,34.3888
"CWC25",65.5260944711012,62.6538261419693,102.32836701803,76.8238065750893,76.6685923829098,78.1186826916085,226.939,203.284,163.618,187.95
"CWH41",7.28198700796838,8.96126799471753,21.8492515761567,10.3866645975091,9.33164564175071,8.36579178451507,283.04,210.562,101.285,69.4172
"CWH43",35.8455257124766,35.6226142722097,66.5929031555131,37.034374013541,40.2618622297895,35.75861403129,87.3132,94.1624,109.13,94.0237
"CWP1",19085.0256686633,17980.4500201763,10460.5145646945,8154.8321362049,7486.91644404739,6913.72293100885,150.018,119.393,427.013,147.833
"CYB2",62.1096978063301,74.552953593296,366.727249505872,362.194176155373,354.593518490828,325.099169985503,15.3057,17.7545,446.035,573.59
"CYB5",27.1654267105771,42.2110000625493,269.737743817259,153.007854823521,133.277985205555,112.794849979381,90.7452,74.6789,51.8086,21.8305
"CYC1",3428.79274552657,3799.46645762738,5461.42666823027,6724.79332080132,6824.34818918916,6763.72399199932,228.934,231.647,167.225,103.364
