"","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"NUF2",15.1001,18.3532,18.3289,11.7821,17.7458,14.6458,15.8663,17.9686,18.4722,15.9893,24.6571,11.0879,10.5952,11.6404,13.4709,14.5426,2.57667,3.67412,1.49855,2.98836,5.0899,4.00438,4.03004,3.6408,2.31306,3.45021,4.67037,6.30809,2.84751,3.98828,3.98648,21.0973
"PRP11",62.6879,40.2992,46.3393,32.0084,35.383,41.6473,40.1283,39.774,39.2482,38.4667,67.9882,40.2651,40.3843,38.6941,34.3681,31.3426,56.4327,55.8899,36.773,43.2515,46.656,38.8976,38.3962,53.8575,38.463,31.8903,44.5335,68.3706,43.359,48.2352,53.3161,34.5467
"KLMA_40279",346.569,332.236,346.976,363.685,417.648,332.1,308.896,288.591,289.438,303.344,317.001,335.807,313.623,314.646,315.382,346.305,146.944,187.342,175.89,202.166,172.071,176.074,185.203,179.709,145.718,185.419,211.8,230.516,137.805,145.346,174.455,109.02
"MPS3",6.97917,6.09804,6.64275,8.06193,10.5728,4.44753,6.3358,6.98868,5.4054,6.06723,3.41256,2.11807,3.8145,2.30445,3.31294,2.30596,6.61659,5.50953,5.39268,5.8081,5.4792,3.28333,5.58898,5.29198,5.89485,3.85917,4.80871,7.71096,5.99775,7.93718,5.11872,13.1104
"KLMA_40282",451.722,415.073,424.829,420.784,869.241,774.147,731.779,721.523,741.961,758.274,695.836,525.329,547.223,540.968,523.963,586.786,257.821,264.917,240.993,199.317,203.475,196.404,193.413,195.336,205.417,185.133,195.966,306.678,262.808,266.942,259.096,278.473
"CCT3",126.833,133.759,137.537,133.078,158.348,126.452,120.047,116.94,121.449,113.751,120.833,116.086,121.263,117.042,114.655,128.359,65.8634,69.0579,69.7921,40.6919,40.2314,40.6794,41.3857,36.13,35.2371,41.4864,37.6315,58.0328,47.3039,49.1102,42.6169,43.7047
"BUB1",22.5809,18.5533,19.9689,20.7313,23.3828,17.2834,18.0505,19.713,19.9281,19.3582,25.0722,15.0785,15.9615,16.6383,16.263,16.6371,12.9063,10.3259,11.7748,9.22062,10.7665,11.1678,10.8201,8.34108,8.85397,9.83811,12.2129,15.8295,10.5028,14.1638,12.7236,12.1548
"VTC4",148.945,156.055,146.814,153.833,217.189,187.389,184.369,179.654,179.777,181.539,208.112,154.394,145.901,135.323,134.182,129.114,84.8608,76.3583,79.9265,37.0122,33.5382,37.237,35.8273,33.2736,34.1705,36.0749,36.961,87.2358,64.4912,68.8136,70.2056,53.9241
"CRH1",299.067,291.174,278.372,276.638,296.821,269.987,271.317,257.884,271.797,262.137,276.198,185.412,175.737,184.092,176.152,177.367,28.1721,25.8783,26.0697,17.2146,13.7447,13.121,15.1549,18.3102,10.7876,12.3177,7.38755,29.8559,16.6036,20.3322,24.6699,19.8719
"KLMA_40288",28.9453,40.5824,32.7808,25.3677,57.3793,59.9681,37.2556,54.9199,41.2118,41.4435,20.7794,31.9036,41.6487,44.809,36.9503,62.1244,64.4459,64.6166,85.5521,77.2885,57.2185,50.397,48.5794,70.7089,54.5623,73.3642,42.8309,80.1991,53.3974,47.9316,57.3189,56.4876
"APS1",66.8951,63.4535,71.5325,66.2629,145.887,85.9171,90.0394,94.0371,85.7941,102.805,136.849,98.429,75.4801,59.7637,73.3005,53.0357,8.53555,27.2527,17.4207,13.3601,22.1394,18.9252,30.7583,15.8549,23.0212,19.1328,33.8543,39.387,9.48304,18.9468,24.8814,17.425
"DPH5",185.203,165.992,192.1,187.799,171.57,133.214,159.09,147.864,150.63,148.583,194.714,131.647,151.073,152.117,135.674,123.392,249.005,243.753,230.383,250.274,241.711,253.597,272.059,267.832,291.79,242.503,256.686,337.366,253.333,259.739,265.812,190.406
"KLMA_40291",27.6155,30.9591,35.1129,30.5504,53.7523,45.7275,40.046,42.5718,38.481,41.9852,45.7085,34.3255,36.1013,35.9692,32.5968,36.518,87.4807,85.1069,88.7959,99.0204,92.697,99.0248,88.1653,87.9459,82.7038,92.0305,86.6745,202.19,153.936,163.414,160.298,142.017
"KLMA_40292",15.2182,18.7028,16.7156,18.2105,29.3765,26.5019,23.8973,22.25,27.4997,26.4716,30.0476,18.4284,18.493,20.954,21.0563,25.2493,22.1824,20.2933,19.9875,17.6881,17.2667,17.2765,18.7116,13.1021,13.8835,14.3646,16.4102,32.426,26.5194,28.1517,26,26.678
"KLMA_40293",3.62303,4.07053,3.83632,3.37308,10.8825,6.7022,7.86419,8.45036,8.64908,7.72021,6.13053,8.97726,9.27359,9.99787,9.39954,7.03014,10.1213,10.094,13.2202,8.82914,7.89386,7.27551,12.861,9.19819,7.95411,13.2203,11.6978,18.4237,14.7266,11.1199,12.8056,6.32717
"SYM1",88.0395,73.6444,62.451,68.331,251.779,177.026,193.912,180.71,184.736,187.365,198.672,123.032,138.234,157.29,133.968,174.546,73.5246,101.655,66.8985,54.667,71.5019,62.9326,84.4772,59.1578,56.9888,74.3717,45.4527,87.5024,82.1803,71.3221,62.2743,93.3869
"KLMA_40295",37.7854,36.1951,32.93,36.7726,61.8024,51.753,54.6279,57.2654,55.4315,56.2236,52.4929,48.2667,59.1189,50.4051,55.1796,61.1711,66.558,73.7291,63.1687,60.309,55.7905,49.8437,64.4679,56.3241,51.5534,47.0885,47.5457,76.9756,67.8593,68.5015,58.7003,62.1009
"KLMA_40296",85.2775,87.7514,99.4806,91.1504,383.477,288.506,289.367,282.795,312.222,283.647,311.338,259.015,278.366,253.033,266.494,242.272,72.7351,71.3759,66.1005,74.4241,65.7661,67.1758,67.7201,75.9216,86.9749,78.696,68.9248,74.6622,55.3628,58.0674,62.726,91.155
"HAP1",132.358,132.334,138.803,143.399,132.356,116.496,111.454,108.395,117.322,115.784,112.378,66.6625,68.5819,74.7865,75.2939,78.7238,120.271,121.453,111.511,76.027,73.6539,78.1694,74.8769,76.1183,73.1315,80.3777,73.3834,175.851,150.274,146.351,145.245,153.223
"AIM14",66.7368,64.1032,68.8123,70.6728,88.1119,78.7738,70.6327,66.3473,75.6971,64.0374,84.6983,54.2749,58.6446,52.652,52.4279,63.0813,36.3199,33.3475,28.331,47.4472,51.192,47.8971,43.2086,42.6655,53.056,39.4278,35.87,68.3218,52.6195,54.4369,59.2669,67.1516
"TY2B-LR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLMA_40301",46.645,29.3512,24.1368,31.2025,70.5142,44.1098,29.7281,44.326,35.7356,45.6258,72.0225,46.1184,53.7201,54.496,64.7909,32.7875,47.7156,56.0722,60.3056,60.5776,39.2279,52.7099,57.9844,52.4204,41.8154,50.5946,55.205,62.9764,38.346,34.5118,38.3521,43.7516
"ERB1",44.3738,37.4312,36.7203,39.6841,13.2486,11.5071,14.1948,11.6753,13.2176,14.4308,12.3932,9.39268,10.8342,10.2366,11.0225,4.88431,73.3252,80.3469,73.1238,65.3127,63.8118,56.0914,56.2743,60.5917,53.3516,56.3395,61.9236,113.23,85.3676,95.3872,88.8491,103.531
"CSM3",20.0797,23.954,21.267,17.6776,15.8093,13.4716,17.5289,15.0883,10.8499,13.0186,13.5197,12.0653,12.4208,14.3779,13.4078,21.5143,20.1652,24.1221,26.3214,16.7027,22.4382,17.6467,26.4213,25.4511,15.2895,20.058,17.6227,21.4048,18.0465,13.4219,19.938,27.1346
"KLMA_40304",40.0936,40.2497,59.1844,62.0823,347.675,55.2784,61.7736,54.0382,62.206,86.0931,0,92.6178,102.988,92.4728,113.887,120.031,840.681,757.716,757.23,247.781,301.8,287.116,325.094,231.499,237.025,288.984,281.121,936.565,253.709,199.798,188.003,87.72
"NUP116",87.9227,87.2209,88.8358,88.4281,95.7874,80.0913,85.4807,84.7417,86.8362,81.3728,96.8257,62.534,59.4835,64.4454,61.8764,58.3684,62.4417,61.7722,60.005,44.113,43.7838,49.021,46.677,44.9744,45.7232,44.0801,42.0637,76.7432,64.1643,65.071,63.6453,74.6513
"IOC4",45.9522,51.0189,52.4156,47.2408,81.7548,74.0463,78.8897,74.5762,84.1057,71.1359,73.7571,70.1885,67.287,67.1739,65.8253,49.9809,35.1238,30.2084,36.3659,21.8187,21.7505,26.2264,17.2453,20.9255,24.0319,17.9658,18.6414,31.4884,28.4132,25.1638,31.1205,44.7189
"MCM1",90.7628,102.361,98.0526,86.3939,105.399,102.471,108.935,109.452,103.036,121.387,126.1,50.9011,50.4277,53.6247,51.7799,58.1865,161.022,158.843,172.479,33.644,30.1268,32.0704,36.1469,32.248,35.8792,31.8545,34.6866,93.1226,106.867,91.0694,90.7967,96.8692
"KLMA_40308",92.1543,104.347,93.8948,129.657,58.6313,58.475,45.037,37.1596,57.094,49.4253,167.253,79.9207,70.4063,52.3858,73.4359,69.1832,1414.69,1436.53,1404.63,1207.9,1391.12,1449.41,1372.74,1411.43,1444.5,1318.35,1505.4,1379.23,846.031,876.156,870.773,830.108
"YET1",103.033,94.1435,93.4456,117.935,109.105,81.3119,104.503,112.206,89.4819,92.784,87.595,93.4387,80.305,95.7771,83.7442,73.7265,335.939,342.778,367.984,253.909,311.379,310.729,294.081,279.4,317.138,299.747,265.15,301.112,247.417,252.53,231.673,219.003
"ARA2",45.7468,52.1433,47.4339,46.6565,39.475,33.4496,24.7733,35.4121,33.2722,28.4929,30.5616,31.3187,30.6263,28.5043,30.8395,42.6733,72.0034,92.6832,71.185,54.8028,58.7043,43.7334,57.3184,48.1332,59.4828,47.2853,51.5233,53.9753,33.6718,37.5412,36.7455,40.2316
"SUB1",205.055,199.237,209.2,186.528,211.561,186.578,194.954,195.252,196.543,204.382,227.905,271.341,273.177,255.912,247.551,277.295,467.315,468.383,428.46,246.095,252.737,267.116,250.857,246.444,277.037,247.431,251.22,250.4,189.535,203.043,178.293,234.594
"MNR2",64.0842,61.101,65.5636,64.5654,82.554,73.6306,72.5638,73.8811,71.3004,75.83,79.4908,58.7738,59.939,58.962,64.0075,66.2113,101.625,105.64,102.084,78.2356,69.2063,74.5927,69.1441,69.8558,72.6702,69.2861,69.7414,94.7422,86.2846,82.0852,90.3246,97.9783
"CCS1",266.746,261.593,245.281,243.754,322.043,270.162,262.989,248.528,264.627,250.713,215.532,237.831,227.614,236.17,199.749,228.764,415.301,433.405,436.198,278.16,281.102,284.966,278.127,284.155,285.093,285.071,273.073,245.604,240.965,222.579,203.765,139.815
"KLMA_40314",102.448,103.346,91.4396,77.4406,117.307,98.0378,114.235,105.624,105.746,108.64,113.997,108.317,122.467,142.711,142.868,130.316,68.4023,59.4055,75.8975,59.182,70.7809,81.5377,75.7677,70.4478,70.1369,61.5622,52.4064,55.4447,52.4023,64.7384,59.1148,60.8092
"MSN2",57.7469,52.8486,53.457,54.8763,123.998,108.592,109.987,109.597,110.985,114.093,121.236,86.9315,87.7328,90.275,95.9698,98.5718,69.7522,73.5182,78.3664,36.702,38.3946,34.1162,35.9964,38.0242,31.2298,35.9998,28.6461,87.265,64.8074,61.3909,65.5231,56.55
"ELM1",6.70892,9.33887,8.40382,7.34947,9.88206,10.6815,12.8085,12.364,11.4784,12.8857,16.9209,8.54324,6.5654,7.99016,7.3782,16.333,3.60577,3.0019,3.06911,3.92052,3.32099,2.02594,3.80117,3.44635,4.02285,3.00106,5.45192,5.78332,5.53822,2.26676,4.28273,3.72202
"MIH1",69.8236,71.8199,68.6581,66.7603,94.2435,85.074,70.9269,83.2151,85.5686,84.6954,82.2965,61.5778,54.581,66.3143,59.9023,50.4577,29.1201,30.7176,30.5929,31.6634,32.3792,32.6261,36.5804,33.6233,30.7174,35.8192,28.2944,55.0084,45.7702,38.1608,35.8842,26.7613
"IMP2",30.1729,36.83,31.2309,44.8877,39.9905,32.0389,28.7531,34.9342,27.0817,35.0121,56.2936,28.7601,22.031,24.2333,24.2791,16.1001,61.233,48.8342,35.9866,60.8796,45.2091,56.2494,56.6159,47.9986,62.0206,66.5282,64.744,71.2639,55.2563,37.1448,48.4235,25.5394
"KLMA_40319",102.855,108.458,105.636,116.562,136.447,116.165,119.437,109.867,117.105,107.873,108.883,61.5709,63.9464,65.2172,65.2621,66.7081,145.27,157.142,154.369,95.4343,96.5015,100.681,102.728,98.0247,93.5971,100.123,111.041,244.792,211.399,232.149,210.694,260.646
"KLMA_40320",47.3301,46.2876,48.7762,49.3999,41.1262,36.0192,32.0419,34.8974,35.8015,37.0109,36.7421,32.562,31.3965,32.6094,33.6208,36.6666,42.6897,47.1258,49.8505,29.4067,25.1315,26.0566,26.2582,22.9312,22.0436,25.6209,29.433,31.0156,25.3338,22.6232,25.4158,20.2002
"AEP3",20.4815,19.2248,18.4913,22.9938,26.3872,20.8731,18.971,15.7938,20.0473,20.3157,20.5924,13.044,14.6945,15.4041,15.5302,15.1249,13.1194,14.1488,12.3264,14.9594,14.6351,12.8419,15.1926,14.2705,11.935,13.4979,12.9689,17.9102,25.2514,21.8612,19.9556,28.2002
"NCR1",34.3446,30.9375,29.4802,27.2932,38.74,32.8841,29.0851,29.3429,34.0197,31.2385,29.9866,27.1304,29.2838,26.3678,26.494,25.6558,35.0589,33.1885,32.504,31.4124,28.9095,26.8823,29.8829,25.2859,27.32,29.0457,27.6858,49.0026,36.5362,34.7259,35.5174,37.3029
"TFC8",15.62,14.948,16.3334,13.3956,18.6558,15.1403,13.1565,11.1045,9.642,12.4192,9.01942,7.55515,9.62607,12.1841,11.4455,9.02132,3.97209,4.21971,3.23558,4.88298,5.86228,5.61593,4.84149,5.29605,4.75766,5.27218,4.98996,4.86666,4.6865,4.68708,3.12544,0
"CHL1",25.5813,28.0874,27.2032,24.2978,30.6933,25.4192,23.9615,23.941,21.9468,23.6604,18.7622,14.8625,14.2698,15.2111,17.9398,13.9238,41.9719,36.0131,35.1136,36.7974,39.2203,38.2927,40.1575,43.5199,37.0173,44.1025,32.7003,72.6239,61.5692,56.2017,61.9377,47.7051
"KLMA_40325",177.465,155.746,168.451,158.563,286.497,254.339,219.331,211.18,214.784,217.271,256.631,234.74,226.361,211.761,207.296,211.894,190.72,200.531,226.245,164.524,177.753,198.021,189.704,173.949,195.884,177.98,206.904,310.562,241.229,253.803,253.787,211.61
"KLMA_40326",128.651,116.288,112.33,104.265,198.434,170.767,178.643,173.255,164.568,185.43,161.341,108.135,106.761,101.169,104.182,96.8346,88.1969,78.9,84.728,26.5838,22.3505,28.3447,27.7428,29.8883,31.2496,22.9812,29.4879,116.69,93.9278,94.4637,82.7682,117.477
"KLMA_40327",214.15,205.684,234.611,185.106,371.358,280.337,254.403,180.22,191.038,219.395,303.662,270.815,227.511,245.636,255.832,302.124,225.759,243.63,213.284,238.031,165.16,117.977,153.373,147.031,158.483,193.483,232.877,241.06,146.404,152.251,127.263,150.9
"RRP12",35.3526,36.6926,36.5798,36.8717,15.5726,11.3021,14.0678,11.7531,15.4274,13.0571,15.1131,10.8573,11.5754,13.3565,11.4477,8.27188,85.5952,74.5503,87.6643,57.4339,63.2937,59.519,57.8852,61.8096,56.0545,61.9893,54.5723,71.1412,60.9467,64.103,64.0685,65.9013
"TAF3",28.3115,29.3638,28.2712,28.3923,44.8704,38.6166,33.6651,34.7091,30.2212,32.742,28.2837,27.5958,24.8273,31.5215,21.5831,20.7024,29.9819,30.769,42.6343,19.4509,22.6791,26.8153,19.7635,21.293,26.4526,25.4815,31.4078,29.6755,25.7578,23.0919,25.4409,14.6928
"RET3",298.982,281.711,313.381,316.386,535.841,372.064,350.877,375.323,354.576,396.363,402.076,391.482,372.031,354.778,381.707,439.09,174.558,166.277,223.164,131.749,146.384,143.94,129.241,144.937,131.739,126.937,123.555,167.945,130.937,118.577,110.99,124.712
"TAE2",34.48,36.1366,36.959,32.465,34.2768,32.1868,29.9328,31.0567,30.3673,30.4912,27.0011,22.7317,25.4449,26.103,27.0459,22.7753,21.6701,20.1144,18.2482,18.1885,12.7003,15.2828,13.9434,13.3433,13.0654,14.9214,9.06057,19.0354,16.6523,18.2545,20.9347,18.968
"PAT1",131.77,133.653,140.167,140.865,133.1,111.01,107.848,108.273,113.551,109.359,109.323,66.2301,70.0876,71.1408,74.5981,71.4562,56.0275,63.5641,57.7876,35.2288,39.0905,38.7587,38.9497,42.835,36.5434,36.0778,34.0361,69.0222,63.0709,60.0524,62.7044,59.908
"KLMA_40333",147.778,94.1611,112.931,75.5595,396.484,203.878,212.934,228.184,205.271,199.646,80.2205,156.03,208.98,122.985,234.286,220.772,150.873,105.135,122.989,180.726,120.193,148.487,179.231,234.905,175.928,209.42,103.357,348.618,89.2805,108.124,77.5239,88.0378
"KLMA_40334",84.6108,88.778,85.1698,77.4695,140.336,120.628,117.357,113.267,121.429,119.861,128.053,81.2986,91.9453,79.2282,86.6444,98.626,110.846,118.563,103.718,118.949,120.879,106.263,110.973,121.079,117.405,116.893,108.756,175.052,161.982,149.852,151.782,152.746
"KLMA_40335",28.4477,29.205,24.2961,27.9895,82.774,79.5833,75.9877,79.9027,77.4253,76.2332,96.3296,63.4332,63.4876,61.2234,66.902,61.7104,32.4541,34.9271,34.0663,29.7762,24.2314,25.6021,27.42,30.1023,25.8508,31.1935,19.6308,48.4444,31.7925,38.7836,34.997,30.2657
"ERS1",59.1742,71.0475,80.4211,66.1354,119.848,84.7061,83.2344,85.2423,84.6407,86.2631,111.289,81.856,83.0304,82.3407,80.6095,91.9643,61.0786,72.7664,86.7383,56.8046,55.0855,65.3774,68.2985,64.1553,72.6636,63.741,51.4631,65.5641,58.3921,50.6941,65.3509,47.7764
"HIS1",488.506,497.02,474.421,500.067,1601.32,1262.31,1248.91,1278.56,1237.97,1191.93,1115.91,1260.65,1247.43,1296.36,1315.64,1343.94,178.016,172.019,177.766,148.171,144.335,147.275,144.853,137.33,144.728,155.825,173.121,137.094,132.725,121.886,126.315,109.543
"MET30",17.2899,16.1523,16.0884,12.9213,18.1966,17.5104,15.9277,17.5463,17.4011,14.4511,12.876,9.71975,9.79576,8.17127,8.92265,7.95186,78.0773,76.0013,63.8911,44.6674,40.3278,47.008,41.1842,41.9579,44.6252,43.7596,42.6312,80.5468,54.6381,60.2322,64.492,43.432
"AGE2",136.543,120.376,144.236,127.157,131.457,97.5723,94.7028,91.4314,87.2975,92.2553,107.283,92.4578,83.1051,85.2584,90.1958,81.5409,107.382,116.188,115.311,93.602,97.0492,95.9058,94.034,93.5963,82.3392,91.0652,100.926,137.424,116.563,98.4589,131.628,154.814
"KLMA_40341",40.7925,33.9384,38.7649,25.3617,34.8714,38.173,18.9089,18.9757,24.4021,17.2642,19.0646,11.0546,19.0063,10.9917,18.42,24.438,37.822,22.1585,26.5616,100.595,62.318,85.0299,73.6824,79.0266,66.536,62.3351,87.8116,374.041,171.113,222.483,168.115,246.655
"CBR1",373.476,394.192,369.478,393.418,555.732,417.8,459.829,411.049,440.308,426.939,518.249,378.867,338.776,336.449,353.616,269.987,141.241,150.895,135.166,148.996,158.384,171.22,144.832,153.796,164.054,157.394,130.595,187.958,161.868,158.012,150.37,114.489
"JHD1",31.4162,28.0543,24.1016,32.9011,41.7403,29.8974,31.0333,31.1528,27.215,28.5411,23.5511,21.8578,21.7909,17.4193,24.7805,19.741,19.4167,17.791,21.5032,9.63088,12.0007,8.81042,9.85725,11.541,10.5805,11.8214,14.7578,32.0971,24.3405,21.6893,25.1461,23.7604
"ulp2",15.2165,16.0212,16.6383,16.466,19.4431,17.3654,15.9147,19.3103,16.264,16.3379,20.9274,13.8417,14.6993,14.2972,14.6688,9.74182,13.1062,11.2469,17.0994,14.8869,11.5636,13.419,12.7287,12.9279,13.033,13.696,8.33249,28.2283,20.3158,19.0207,19.0197,30.5464
"SSM4",105.812,97.0725,109.898,100.788,128.74,105.792,116.68,116.999,97.3761,117.1,111.308,93.0725,93.0659,84.8547,88.0663,73.8888,82.5015,104.773,99.561,88.4529,96.9615,112.811,106.337,99.9067,101.334,102.957,103.064,165.954,128.696,141.759,130.334,138.849
"KLMA_40348",38.2875,31.0737,23.7962,31.3866,23.7779,17.8236,29.8031,42.2572,32.5525,32.5591,0,16.724,19.34,14.2177,16.5908,34.5213,55.7851,46.3961,56.8168,54.3172,32.2533,36.5121,47.98,33.5017,44.4189,55.5714,78.5064,85.7766,45.9292,59.9608,29.9032,0
"EMC5",137.798,180.082,136.069,166.664,221.355,135.076,142.772,159.409,156.715,150.8,173.162,167.564,168.244,176.471,192.569,185.198,219.241,232.28,219.623,169.477,171.453,176.954,148.241,167.982,160.487,179.581,178.418,262.219,113.441,127.961,142.024,94.7733
"IRR1",14.3346,10.8025,11.8063,12.9695,5.88626,3.55833,5.24497,5.37651,4.62013,5.2887,2.3064,3.31309,4.01543,2.85035,3.39427,2.93783,7.1687,8.46004,9.24216,3.18575,3.25452,3.41148,4.95441,3.9297,4.73193,3.33555,5.09791,6.23062,4.73045,3.34891,4.26831,5.1231
"KLMA_40351",54.4913,44.9425,57.4957,40.0655,121.704,94.6205,86.6757,95.06,113.612,104.583,102.043,85.5757,89.2795,64.8143,69.6109,89.7709,43.9549,48.6554,47.9517,15.3137,17.3971,15.4251,19.1014,15.97,19.4214,13.8427,19.8402,49.4357,42.7217,35.6938,49.6548,51.7866
"KLMA_40352",25.6314,21.1557,27.7276,32.7882,102.591,73.422,67.1692,63.5819,54.7532,78.5193,28.8915,60.4535,70.5021,61.2356,63.6489,78.6811,43.85,46.7699,60.7329,56.8904,44.3697,44.2859,46.7137,64.0917,45.8786,65.0068,95.4719,69.3416,47.6165,37.1944,39.9563,28.0784
"WSS1",20.5042,21.5754,17.7892,20.8945,38.3394,36.7153,33.1094,27.1354,30.1384,32.9058,32.817,29.1249,25.9435,19.2379,23.1375,15.0596,18.3927,16.1604,25.5555,10.9931,19.8807,12.7554,11.5283,13.9716,9.97586,13.253,9.43609,38.8595,19.6769,30.3858,29.8968,58.4524
"NSG2",256.868,242.146,272.922,253.105,358.334,220.192,231.13,218.144,249.887,223.616,382.981,199.742,183.439,221.09,179.586,186.405,186.876,217.673,201.642,118.996,117.929,127.963,128.299,126.072,141.713,109.511,126.463,238.28,146.518,168.859,154.254,157.395
"IGO2",148.006,179.967,166.819,142.704,252.786,240.931,167.549,173.514,169.674,195.871,225.27,144.274,161.425,160.987,150.618,200.255,228.631,228.887,256.093,170.329,147.279,158.852,183.097,172.123,185.244,162.565,201.858,218.07,150.258,163.825,163.838,200.329
"ECM14",115.232,120.328,117.389,126.3,151.2,126.127,127.12,120.786,123.422,130.466,130.659,121.545,115.314,116.536,112.283,121.02,135.846,127.194,141.071,102.758,83.8982,92.9407,92.6575,97.1281,86.4249,83.3813,90.4015,124.096,94.6918,92.4264,100.065,64.6516
"KLMA_40357",27.6968,49.338,36.7926,47.4673,41.6411,32.477,29.6615,31.4678,37.6461,39.5939,46.9066,27.8369,25.0602,30.0293,39.1593,28.8523,31.0671,43.5716,31.3927,45.7729,51.6552,49.9064,48.3354,34.7875,45.2203,45.9391,49.9401,44.4681,28.6909,32.1891,25.0675,26.3864
"KLMA_40358",28.4043,30.5102,35.094,22.92,46.6825,42.2745,38.056,39.4889,40.2044,40.398,28.917,25.5236,17.9054,17.2171,21.3128,14.3831,72.4951,80.7955,91.4361,54.067,53.9881,62.2928,55.4202,39.3771,62.722,52.4148,39.805,94.7469,79.8457,75.6081,79.8691,52.2971
"KLMA_40359",40.4075,50.0382,50.3819,40.7118,116.218,95.306,99.0381,96.7142,104.207,109.722,134.688,120.906,116.414,131.556,117.264,107.469,311.826,289.764,301.392,150.884,162.783,156.16,159.79,156.923,156.843,154.939,154.625,159.2,123.089,126.606,130.624,122.1
"LPE10",12.7786,16.1412,13.5346,13.3327,31.8446,19.9705,21.6919,16.3365,16.6984,21.2088,25.4274,11.8806,17.4327,18.3065,17.8151,17.565,21.5663,22.9014,29.0629,20.6767,22.8758,16.7235,21.6115,22.9502,16.5525,20.5473,19.9613,29.4153,20.7759,22.2317,32.0292,16.1664
"FTH1",68.8169,77.3577,85.7427,80.9783,124.855,104.979,102.801,103.076,94.4182,95.1406,113.873,87.8082,90.388,81.0638,77.7523,90.337,187.458,183.288,189.991,167.816,172.362,141.312,145.023,155.771,159.182,150.047,146.044,222.415,198.511,186.962,178.923,157.373
"DUR1%2C2",51.9292,50.1818,49.2762,51.3975,23.469,27.6168,22.861,23.3642,24.3043,23.6267,24.1808,24.8883,26.9231,26.5793,28.3605,21.428,96.102,101.512,95.8366,79.9802,71.3701,73.307,71.9094,69.7235,71.4042,69.1508,68.832,64.3476,50.6342,49.884,53.3478,53.3949
"PAN3",50.2408,57.6019,53.0029,53.3999,83.784,76.044,75.659,76.9451,76.7263,71.0142,80.6279,59.3986,61.8843,56.8116,61.1421,41.9295,48.3565,48.9334,44.8891,40.0054,42.514,44.3754,41.0522,41.6631,41.7221,41.8772,37.1843,82.447,62.259,68.9721,65.026,57.7834
"KLMA_40364",102.296,94.1864,95.4773,109.975,199.385,151.035,143.326,165.771,159.402,163.878,168.12,157.21,158.573,172.979,154.539,158.853,253.837,282.274,288.494,291.179,332.677,327.79,337.036,362.085,344.097,338.25,321.458,363.557,246.05,250.141,248.6,300.471
"KLMA_40365",153.701,168.428,165.638,166.203,197.011,148.958,150.701,150.312,155.256,155.365,161.928,141.929,119.198,122.848,142.775,106.743,318.669,296.986,301.568,189.074,171.311,161.942,184.055,183.013,171.047,170.964,167.664,200.603,165.689,178.85,163.66,190.82
"KLMA_40366",21.0368,21.8407,21.6036,17.991,31.7592,24.9685,30.3958,32.6131,31.1521,27.1713,19.516,22.3223,23.5135,20.0528,20.6374,31.8044,76.2416,72.8639,68.3002,14.6809,13.8805,8.14928,10.5715,10.3976,7.49949,12.0515,6.75863,32.0173,24.9231,30.7866,23.9344,34.815
"CDC16",35.5324,31.305,36.8413,37.0539,50.9534,35.4369,36.2321,37.7592,36.06,40.3672,37.6997,27.7273,27.4002,27.0014,24.6794,28.7284,20.7024,17.0261,21.1747,22.5035,20.16,16.2374,25.0299,22.3888,21.741,21.3815,28.9215,36.0504,28.1974,28.2176,27.3352,28.2355
"LYS1",631.677,632.485,608.643,638.742,2205.88,1816.7,1782.06,1794.3,1734.23,1762,1762.83,979.745,987.641,977.776,981.488,1003.86,157.755,160.955,172.973,85.6228,80.9336,75.247,75.2792,78.5052,70.9592,72.9675,64.4325,117.03,104.151,106.127,92.3092,134.597
"MAK11",61.5398,59.3588,62.5333,58.1356,41.8144,42.0371,41.2319,39.1995,40.5748,34.7037,53.0874,44.4841,38.7688,44.7795,34.8915,45.7542,148.796,159.939,170.557,87.4879,93.0801,92.4519,89.9966,79.8747,90.6059,89.7696,82.2997,98.2426,89.821,90.2848,94.3375,122.348
"KLMA_40370",34.0444,39.8229,43.1991,39.1124,66.184,56.2264,61.4597,63.3467,64.2138,72.4539,71.9834,49.1067,50.2077,52.9052,45.6247,43.3383,20.202,22.1572,26.5925,12.3774,21.403,18.0396,13.9655,16.2446,14.8437,17.6903,15.5638,23.3204,15.8943,23.3943,20.2486,32.1653
