"","GSM15965","GSM15966","GSM15967","GSM15968","GSM15969","GSM15970"
"1418_at",44.3,64,45.4,606.9,132.4,87.7
"1419_g_at",599.7,229.3,103.3,672.5,395.7,202.1
"141_s_at",492.7,404.8,438.6,209.9,685.4,743.1
"1420_s_at",16009,14471.2,15855.5,7300,10042.8,4463.2
"1421_at",17,49.1,1.6,15.8,9.1,17.2
"1422_g_at",153.8,238.8,177.8,363.2,496.7,524.8
"1423_at",203.1,330.3,398.3,401.2,404.6,329.5
"1424_s_at",14867.2,11822.8,16198,18045.9,13344.4,17530.5
"1425_at",39.9,28.1,23.6,49.7,60.3,45.5
"1426_at",1519.1,1173.7,2283.8,2996.6,1957.2,1568.2
"1427_g_at",557,430.2,588.2,724.3,975.7,179
"1428_at",45.1,81.5,38.2,92.6,36.6,76.3
"142_at",240.8,157.2,291.2,79.6,94.4,39.9
"1430_at",108.5,57.4,44.5,117,132.6,70.2
"1431_at",164.7,221,228.6,577.9,639.1,266.6
"1432_s_at",1619.2,1145.6,1476.4,5071.7,3276.2,2162.3
"1433_g_at",595.6,539.4,426,746.8,157.1,291.4
"1434_at",117.3,265.6,403.4,49.3,392.6,295.7
"1435_f_at",46.9,339.6,37.2,79.1,83.2,44.4
"1436_at",78.2,88,61.3,52.8,194.6,313.9
"1437_at",363.5,141.7,162.5,96.8,279,291.1
"1438_at",109.6,87.5,180,419.1,145,112.6
"1439_s_at",570.5,482.7,794,419.5,944.2,775.6
"143_s_at",375.2,187.7,116.3,313.3,264.5,67.5
"1440_s_at",634.2,577.2,104.3,578.5,622.4,153.2
"1441_s_at",225,173.9,35.1,242.1,17.3,51.8
"1442_at",695,778.5,664.5,889.5,705,1399.2
"1443_at",27.5,85.1,86.1,867.8,250.2,55.7
"1444_at",1009.3,1035,1281.4,1911.8,1300.7,1507.9
"1445_at",694.7,459.6,582.6,1215.4,1023.4,588
"1446_at",2214.1,1809.8,1562.9,1007.2,1021.4,657.3
"1447_at",7386.5,5315.2,5758.4,6632.3,4956.2,5623
"1448_at",4636,3615.6,2191.8,1845.2,1595.8,639.1
"1449_at",2302.8,1855.6,1486.9,1104.3,1970.4,353.3
"144_at",436,321.3,363.2,516.5,333,73
"1450_g_at",2246.5,1913.7,1367.8,1070.3,1691.8,401.8
"1451_s_at",5065,4945.2,10907.9,1690.7,2086.7,4908.3
"1452_at",1277.2,1347.5,578.1,752.9,1249.4,904.5
"1453_at",1430.2,1571.4,1232.4,696.3,1063.8,808.1
"1454_at",456.9,206.3,376.2,352.2,273.4,485.2
"1455_f_at",62.4,376.5,215.4,280.5,750.1,460.1
"1456_s_at",1472.6,1952.9,854.9,896.2,1475,810.2
"1457_at",759.9,718.7,391.4,787.7,758.6,633.4
"1458_at",969.8,836.2,628.1,1393.1,1756.8,1124
"1459_at",212.9,342.7,144.7,409,597.3,161.4
"145_s_at",75.8,287.1,236.3,725.9,395.9,83.2
"1460_g_at",245,260.1,262,292.4,79.7,192.3
"1461_at",20350.3,18378.7,14329.8,23852,19203.2,11935.6
"1462_s_at",104.3,91,130.8,167.1,119.7,219.3
"1463_at",3739.2,2996.7,4218.3,3670.6,4060.4,2359.5
"1464_at",577.2,361.3,331,1009.1,84.6,456.2
"1465_s_at",68.4,42.8,48.1,30.2,27.7,29.3
"1466_s_at",16.3,27.5,15.7,245.7,66.2,20.1
"1467_at",680,505.2,602,804.3,958.1,614.8
"1468_at",1259.4,1026.6,1331.5,1603.9,1503.2,3800
"1469_at",2349.9,2447.1,3093.3,1160.4,1293,4605
"146_at",801.7,816.2,1059.3,1076.3,774,1079.3
"1470_at",623.2,1079.3,1202.7,327.9,113,1390.2
"1471_at",38.1,67.5,47.4,200,688.6,322.2
"1472_g_at",261.1,223.8,303.6,221.2,573,128.6
"1473_s_at",185.2,81.1,5.5,78.4,36,30
"1474_s_at",208.7,158,112,209.4,364.3,74.5
"1475_s_at",104.7,95,97.9,265.2,429,426.5
"1476_s_at",322.8,262.4,313.8,592.5,1711,903.1
"1477_s_at",446.1,184.6,112.7,356.8,309.2,123.1
"1478_at",28.7,41.7,61.4,110.5,244,47.9
"1479_g_at",10.6,145.4,72.8,7.1,287.5,133.5
"147_at",1146,1334.2,1071,1293.1,970.6,707
"1480_at",355.7,263.8,331.9,376.2,492.5,449.9
"1481_at",154.8,132.6,93.3,61.6,46.9,102.7
"1482_g_at",165.6,32.9,20.8,40.6,152.8,396.2
"1483_at",224.9,1241,462.7,1138,2192.3,1488.2
"1484_at",158.2,189.2,101.3,52.8,319.5,323.4
"1485_at",11.3,78.9,3.9,17.2,30.4,18
"1486_at",3512.1,4159.5,5266.4,5809.3,3979.8,5559.4
"1487_at",1322.6,1344.1,1354.3,2244.8,2319.6,2083.9
"1488_at",1807.6,1651.9,1806,1955.5,1941.5,1873.5
"1489_s_at",89,142.6,85.2,236,368,167.9
"148_at",614.8,26.3,224.2,843.7,893.1,377.3
"1490_at",66.1,49.7,87.9,598.9,312.6,282.6
"1491_at",105.7,85.8,14.5,106.9,13.8,49.1
"1492_f_at",558.8,575.1,666.4,585,1005.9,764
"1493_r_at",112.5,162,165.5,390.9,410.2,124.7
"1494_f_at",744.2,900.2,938.6,1312.7,1356.9,1558.9
"1495_at",220,131.7,166.9,321.4,254.9,243.8
"1496_at",1064.9,728.7,1252.5,956.8,902.6,755.8
"1497_at",2110.9,2220.3,2371.5,1817.7,1627.3,4664.8
"1498_at",439.4,324.2,125.5,828.7,302,293.2
"1499_at",5858.4,6491.7,6752.3,3069.2,3545.6,2941.9
"149_at",691.9,466.6,825,966.4,1380,1466.1
"1500_at",7145.9,7503.9,3689.1,702.3,566.5,1586.8
"1501_at",436.8,220.9,580.6,305.5,26.4,25.3
"1503_at",184,230.3,97.8,138.3,16.3,497.3
"1504_s_at",50.5,47.4,41.6,101.5,48.2,28.1
"1505_at",366.7,432.6,310,773.7,799.7,461.2
"1506_at",318.3,186.7,91.7,921,1106.8,415.9
"1507_s_at",276.2,240.3,562.4,440.8,245.9,374.7
"1508_at",193.2,143.8,216.9,455.8,273.2,163.1
"1509_at",309.9,325.8,46.7,75.9,86,81.2
"150_at",113.4,33.1,181.2,236,350.4,273.6
"1510_g_at",83,116.7,49.7,116.9,125.5,171.8
"1511_at",192.7,387.6,138,387.1,228.9,369
"1512_at",2026.9,1866,1759.9,1020.8,1368,474.7
"1513_at",156.3,485.6,261.1,556.7,1094.2,329.8
"1514_g_at",48.4,37.8,55.2,90.4,221.8,120.9
"1515_at",54.1,291.6,180.1,464.4,389.7,287.3
"1516_g_at",271.9,77.1,355.1,302.3,164.8,137.3
"1517_at",671.3,442.3,228.4,1037.9,341.3,929.2
"1518_at",173.9,134.6,1367.7,327.9,410.4,628.9
"1519_at",4706.8,3923.6,7917.2,6013,6982.9,6816.3
"151_s_at",9068.4,6945.3,13653.8,13716.7,5563,17930.3
"1520_s_at",497.9,273.1,71.5,187.8,306.2,194.8
"1521_at",677.7,705.3,450.1,420.9,807.2,380.7
"1522_at",49.6,54.3,44.1,209,151,112.1
"1523_g_at",986.2,770.1,1030.9,764,771.3,1341.6
"1524_at",579.4,605.8,525.1,1164.1,1189.4,633.9
"1525_s_at",228,149.8,88.3,285.6,499.3,98.3
"1526_i_at",35.9,70,61.7,80.8,93.4,74.8
"1527_s_at",1688.5,1180.8,882.5,280.9,674.1,347.7
"1528_at",39.4,54.6,51.2,97.3,122,110.1
"1529_at",5914.4,9449.7,7660.2,692.8,1322,1073.6
"152_f_at",567.9,409.4,218.1,744.4,553.2,725.4
"1530_g_at",1782.5,2828.3,1590.6,231.3,310.2,514
"1531_at",331.9,324.3,185,467.2,633.9,46.9
"1532_g_at",2332.3,1685.4,1728.5,1646.7,2645.3,1579
"1533_at",386.6,261.1,341.8,92.1,46.8,68.4
"1534_at",164.4,122.1,96.8,22.3,314.5,81.9
"1535_at",538.7,487,1001.2,806.5,452.6,973.6
"1536_at",86,12.4,15,74.2,47.3,23.4
"1537_at",31.4,582.5,893.2,715.7,346.9,708.6
"1538_s_at",69.9,136.2,7.9,58.3,69.4,55
"1539_at",163.8,303.1,128.4,140.7,376.2,418.2
"153_f_at",240.2,225.5,161.3,483.2,129.9,297.9
"1540_f_at",193.2,169.5,212.1,53.4,141.3,81.2
"1541_f_at",301.7,259.2,71.6,381.2,171.8,116.6
"1542_at",902.5,882.9,878,965.8,814.7,625.6
"1543_at",22.1,23.7,27.2,33.3,44.3,30.7
"1544_at",63.8,179.2,145,112.1,165.9,555.2
"1545_g_at",647.2,516.4,619.6,504,485.3,744.6
"1546_at",434.8,574.4,546.2,1135.6,1391.1,1275.1
"1547_at",697.4,149.6,758.9,1076.1,1617.4,294.6
"1548_s_at",512.8,274.8,128.9,334.2,157.7,397.1
"1549_s_at",42.2,56.3,33.6,75.5,99.4,109.8
"154_at",57.5,55.5,98.3,22.7,34.8,30.7
"1550_at",827,698.8,1149.4,628.8,320.2,1139
"1551_g_at",2657.5,2161.4,2367.9,4853.6,3699.4,5254.8
"1552_i_at",658.5,526,382.8,685.3,834.6,663.2
"1553_r_at",808.1,2307.3,1410,8107.1,5535.6,2474.3
"1554_f_at",118.7,232.3,137.8,350.6,681.3,85.8
"1555_f_at",90.3,502.5,107.6,334.9,233.9,115.6
"1556_at",2259.6,1757.8,2020.8,2126.4,2674.1,2361
"1557_at",1350.4,1101.5,857.7,218,113,31
"1558_g_at",1063.3,1358.7,839,124.5,335.9,281.6
"1559_at",103.7,169.7,31.7,393.1,166.6,214.5
"155_s_at",1325.7,1339.1,1519.1,1041.8,1252.8,1170.6
"1560_g_at",210.3,128.1,78,161.3,45.7,116.2
"1561_at",224.2,501.3,148.5,145.4,77.1,254.7
"1562_g_at",612.2,825.1,693.3,625.1,157.7,888.2
"1563_s_at",5701,5017.8,6252.1,6184,4955.5,6972.1
"1564_at",2419.3,2357.7,2603.1,2289.1,1917,2954
"1565_s_at",1169.8,878.9,829.2,689.2,1208.3,1097.5
"1566_at",180.6,170.7,75.5,150.5,865.3,193.8
"1567_at",416.4,183.9,123.9,944.6,1222.5,570.6
"1568_s_at",243.8,190,233.2,466.7,411,213.3
"1569_r_at",1236.1,1063.6,956.5,1044.4,1959.6,1172.7
"156_s_at",228.3,118.6,105,418.6,75.8,466
"1570_f_at",18.7,13.2,2.7,28.4,183,13.7
"1571_f_at",265.7,364.4,121.8,345.8,296.2,28.5
"1572_s_at",699.4,410.6,208.4,853.3,541.4,91.7
"1573_at",633.3,1357.1,2154.2,799.3,1713.6,1171.4
"1574_s_at",224.3,238,214.8,288.4,653.5,536.2
"1575_at",307.8,310.9,288.8,393.8,390.3,893.7
"1576_g_at",92.2,70.8,45.3,52.3,119.1,202.6
"1577_at",321.3,296.2,703.9,523.9,1935.1,288.6
"1578_g_at",346.2,475,315.2,850.3,646.1,484.9
"1579_at",55.4,32.1,35.7,49.5,98.4,94.8
"157_at",26.8,36.6,17.9,42.3,67.4,67.9
"1580_f_at",26.6,37.5,22.1,97.7,68.4,35.6
"1581_s_at",297.6,299.3,229.1,34.2,58.6,60
"1582_at",162.3,318.9,165.9,409.3,829.2,661.2
"1583_at",775.9,1160.1,1088.5,1591.6,1680.6,2582.2
"1584_at",175.9,173.2,31.8,326.2,825.5,56.8
"1585_at",502.5,373.6,332.5,289,659.8,618.8
"1586_at",242.6,84.1,61.4,948.1,82.8,412.6
"1587_at",1074.1,1097.1,1285,2702.3,2201.9,2067.2
"1588_at",180.2,305.5,324.3,75.6,500.7,428.7
"1589_s_at",376.7,444.9,358.1,44.2,705.8,92.4
"158_at",214.4,479.1,216.7,587.1,389.5,287.5
"1590_s_at",1083.1,1395.1,1381.1,818.1,1154.1,1044.7
"1591_s_at",185.6,554.7,166.9,321,875.2,835.1
"1592_at",222.3,200,171.4,678.3,268.4,330.8
"1593_at",169,98.5,43.5,317.6,47.2,42.6
"1594_at",1224.2,1327,1132.7,1279.6,1629.1,1838.4
"1595_at",3515,3113.8,3351.3,9718.4,9117.7,4910.3
"1596_g_at",6065.8,6208.4,11326.3,19562.1,19903.8,6508.8
"1597_at",5506.6,4937.2,8205.2,15815.2,10938.3,5955.2
"1598_g_at",11981.7,11785.2,18266.4,58311.4,35428.7,14175.8
"1599_at",39.8,117.8,13,103.6,19.6,20
"159_at",137.3,344.6,112.4,91.9,230.8,303.1
"160020_at",1834.1,2116.6,1880.8,3811.8,3855.8,3118.6
"160021_r_at",79.3,9.9,8.4,50,28.4,11.4
"160022_at",196,338.6,416.7,847.2,1327.6,1186.8
"160023_at",87.8,179.6,113,400.1,171.8,80.8
"160024_at",189,562,219.4,1072.1,849.1,1150.2
"160025_at",151.5,145.9,155.6,337.8,222.5,306.4
"160026_at",334.1,392.4,265.4,578.9,566.8,508.4
"160027_s_at",2175.4,1473.2,1669.9,736.8,1595.7,1371
"160028_s_at",352.9,194,254,398.3,657.4,593.6
"160029_at",372.4,358.2,462.1,502.4,503.2,379
"160030_at",760.2,663.4,415.9,102.2,258,285.6
"160031_at",40.9,365.8,90.6,144.9,385.6,314.9
"160032_at",201.9,450.2,191.2,472,60.4,80.4
"160033_s_at",972.4,733.6,982.9,1551.5,601.7,804.1
"160034_s_at",22.4,37.7,28.4,51.2,62.1,64.4
"160035_at",23.5,28.6,16.9,65.5,20.7,120.2
"160036_at",51.1,91.1,45,242.7,218.9,236.1
"160037_at",610.2,816.2,823.6,1545,266.5,512.1
"160038_s_at",501,173.3,137,887.5,405.2,1046
"160039_at",90,114,67.9,105.5,167.4,104.6
"160040_at",12.8,23.9,47.2,66.8,72,229.8
"160041_at",1071.3,503.6,652.7,1556.4,280.3,615.5
"160042_s_at",1229.1,1117.5,1051,1322.9,2078.3,1996
"160043_at",109,176.6,149.4,281.1,338,178.3
"160044_g_at",1720.6,1312.3,1347.5,2135.6,1997.8,1950
"1600_at",275.4,244.2,143.1,465.2,364,274.2
"1601_s_at",808.5,1320.3,2847.1,943.5,506.9,2400.4
"1602_at",474.1,806,1070.5,44.4,605.5,484.5
"1603_g_at",297.1,1064,1688.4,299.6,425.9,533
"1604_at",36.7,27.2,66.8,332,84.6,191.9
"1605_g_at",31.1,53.6,34.3,109,121.8,103.3
"1606_at",419.8,98.7,490,1290.1,971,196.2
"1607_at",38,94.1,20.4,43.8,263.6,45.7
"1608_at",589.7,111,364.4,196.3,727.1,128.6
"1609_g_at",376.6,219,94.5,324.8,585.4,632.9
"160_at",668.1,407.6,418.4,549.5,397.2,510.3
"1610_s_at",45.6,143.2,52.7,39.3,57.8,38
"1611_s_at",154.3,156.9,130.3,243.5,152.3,109.2
"1612_s_at",22299.7,19260.5,18147.6,20116.4,14934.2,15904
"1613_s_at",272.9,86.2,35.9,186.6,209.4,59.5
"1614_s_at",245.4,140.3,438.5,166.1,129.9,590.5
"1615_at",1311.2,1264,1239.5,1106.9,1271.7,883.8
"1616_at",2150.1,2197.3,802.7,188.7,348.8,582.3
"1617_at",226.1,485.8,106.8,366.6,92.6,75.3
"1618_at",4.5,10.8,10.3,132,26,31.7
"1619_g_at",415,380.2,105.9,531.9,96.3,767.9
"161_at",7.9,20.3,35.3,17.2,52.3,158.4
"1620_at",132.5,33.8,87.1,62.3,84.4,130.9
"1621_at",19.3,66.8,59.7,49,25.4,22.3
"1622_at",979.2,985.4,1345.8,356.5,987.4,1705.4
"1623_s_at",239.5,286.5,195.6,281.1,87.9,408.5
"1624_at",471.4,324.4,165.8,531.6,384.2,24.8
"1625_at",16.5,61.7,58.9,46.2,239.4,12.3
"1626_at",30.5,144.8,58.5,432.8,636.6,400.2
"1627_at",1542.4,1531,977.4,1197.3,1760.9,1741.2
"1628_at",15.6,384.2,55,175.4,153.3,314.3
"1629_s_at",2537.8,2485.3,1734.8,616.7,990.7,557.6
"162_at",5997.4,5762.1,7236.4,7011.4,5803.2,4135.3
"1630_s_at",140.3,295,111.6,230.5,592.5,456.5
"1631_at",65.7,108.4,63.2,234.6,170.3,78.4
"1632_at",257.5,168.5,263.7,137.4,218.6,141.2
"1633_g_at",641.6,675.9,594.9,1105.9,803.6,762.6
"1634_s_at",41.5,40.3,59,355.8,117.3,48.6
"1635_at",1021.5,1390.2,1388.9,869.1,229.3,1104.2
"1636_g_at",2940.2,2515,2143,1228.3,1781.3,2162
"1637_at",297.7,70.8,464.8,201.2,138.4,875.4
"1638_at",13.4,90,31.5,63,162.4,70
"1639_s_at",245,267,262.8,146.1,406.1,96.2
"163_at",874.9,841.6,1183.1,1201,972.9,1768.5
"1640_at",2190.5,1794.9,1910.5,2640.3,1384.4,1175.7
"1641_s_at",3507.4,2995.2,4086.5,3777.4,4103.4,3007.3
"1642_at",1425.3,1506.7,1969.5,3588.3,1885.6,2647.2
"1643_g_at",1108.2,1179.6,1606.2,1201.9,973,1107.7
"1644_at",1634.4,1541.9,2284.1,2000.2,1077.7,2421.4
"1645_at",401.2,236.5,243.6,372.5,607.5,607.8
"1646_at",227.8,50.2,46.9,381.3,118,63.5
"1647_at",4544.1,4605.9,4534.5,768.2,771.2,813.6
"1648_at",680.5,511.9,641.9,385.8,397.4,425.1
"1649_at",177.2,151.2,402.4,557.3,968,525.8
"164_at",210.7,1004,389.2,772.7,291.6,278.9
"1650_g_at",181.1,212.4,270.5,259.9,498.8,336.8
"1651_at",305.8,432.2,75.9,62,547.2,213.8
"1652_at",93,84.3,259,106.1,134,156.8
"1653_at",16554.5,15920.9,24040.8,15367.1,13878.1,8899.1
"1654_at",55.9,144.9,42.9,102.5,526,284
"1655_s_at",21.1,46.1,10.3,17.1,20.9,21
"1656_s_at",138.4,234.8,215,77.3,65.1,121.4
"1657_at",77.8,19.3,31.2,40.4,52.3,68.1
"1658_g_at",175.3,25.3,171.5,282.2,379.3,55.1
"1659_s_at",3142.8,2520.5,2247.8,813.9,1263.2,1314.4
"165_g_at",24,14.3,24.8,28.1,37.7,28.8
"1660_at",1073.8,1173,618.1,343.4,670.1,566.3
"1661_i_at",348.5,495.7,411.9,920.7,862.8,86.1
"1662_r_at",439.3,800.1,786.9,5463.1,5423.2,312.1
"1663_at",737.7,277,879.4,609.3,551.3,1301.9
"1664_at",3089.9,3094.3,2260.8,5290,3942.3,7048.4
"1665_s_at",3379.8,2429.6,310.5,260.3,155.6,1554.7
"1666_at",204.3,256,78,40.9,430.5,75
"1667_s_at",1741.2,1754,1139.1,2548.8,1489.5,2408.1
"1668_s_at",464.5,567,551.2,205.9,287.8,402.6
"1669_at",192.7,261.7,97.2,48.7,27.9,44.6
"166_at",834.7,595.1,899.6,1092,2192.1,1217.7
"1670_at",138.7,230.5,639.3,62.7,101.5,1003.6
"1671_s_at",523.4,659.6,615.6,444.5,855.4,839.8
"1672_f_at",16.5,16.8,12.6,39.2,26.4,24
"1673_at",1852.4,1310.7,1227.3,2243,2337.5,1232.1
"1674_at",1003.2,1111.6,1204.6,1459.8,1563.3,1097.7
"1675_at",1435.1,1309.9,1541.3,1052,1327.4,743.8
"1676_s_at",11062.9,9744.9,16000.8,14136.3,9630.4,22860
"1677_at",2346.1,1826.2,3684.7,2206.5,1847.9,4626.1
"1678_g_at",3590.1,5180.3,9496.4,3100.2,2189,9179.9
"1679_at",13.2,72.8,21,18.7,38,370.7
"167_at",1336.9,768.4,1637.5,1208.1,1363.1,535.2
"1680_at",970.1,1193.5,622.5,221.3,1469.1,2075.2
"1681_at",835.6,596.9,656.5,1295.9,1888.1,1105
"1682_s_at",71.7,50.2,58.1,77.2,98.7,116.6
"1683_at",825,472.9,619,1176.6,1304.4,893.5
"1684_s_at",1660.8,1861.6,1303.7,282.5,915.5,1507.9
"1685_at",334.5,310.7,150.2,505.4,595,476.6
"1686_g_at",1214.5,1008.8,873.3,976.9,190.4,215
"1687_s_at",304.2,131.5,524.9,192.4,285.2,186.2
"1688_s_at",415.5,84.4,171,398.7,138.9,240.3
"1689_at",252.1,324.6,482.3,498.1,1068.9,983.1
"168_at",176.2,168.3,90.6,314.2,305.9,122
"1690_at",320.1,276.2,156.2,37.9,157.9,43.4
"1691_at",70.3,112.2,56.6,508.1,711.5,102.1
"1692_s_at",46.2,112.5,71.3,194.8,182.2,202.1
"1693_s_at",11379.6,10603.6,17143.3,3722.8,3879.4,6630.3
"1694_s_at",62.1,49.2,152.6,79,121.3,66.3
"1695_at",3123.4,3159.2,3780.9,3115.9,2975.1,3116.6
"1696_at",185.9,270.6,445.4,377.1,645.1,376.3
"1697_s_at",26.1,28.5,17.3,17.7,25.6,38.6
"1698_g_at",525.5,277.1,225.7,21.4,363.8,217.5
"1699_at",133.1,228.4,49.2,84.3,595.3,203.4
"169_at",68,365.9,134.7,217.6,186.2,114.1
"1700_at",769.7,952.2,872.3,1624.6,1100.9,554.5
"1701_at",362.9,401.1,344.3,920.5,684.1,529.5
"1702_at",135.8,8.7,8.6,103.1,17.8,22.9
"1703_g_at",918.2,1011.4,1535.7,1783.1,2651.4,1658.8
"1704_at",296.3,701.9,636.8,333.6,1319,508.5
"1705_s_at",292.1,139.4,35.4,157.9,188.3,114.5
"1706_at",4170.8,3840,4911.8,6536.9,4698,4331.7
"1707_g_at",3306.3,3350.3,2963.1,5088.1,4694.7,5338.5
"1708_at",880.5,601.7,421.3,384.4,770.9,545.5
"1709_g_at",958,1011.9,953.7,247.9,423.1,756.4
"170_at",858.1,1139.6,625.9,1552.4,1876,1196.8
"1710_s_at",378.4,531,227.9,89.7,438.3,56.6
"1711_at",1447.3,1065.3,1095.6,626.8,772.3,1433.4
"1712_s_at",241.7,58.9,192.8,78.8,375.5,102.5
"1713_s_at",65.9,107.7,20.4,261.2,396,75.2
"1714_at",401.3,328.8,290,535.9,828.4,550
"1715_at",9433.1,8850.6,3804,4158.7,5328.4,7873.9
"1716_at",95.5,165.2,69.6,128.4,262.4,102.6
"1717_s_at",729,717.1,147.7,124.5,348.6,202.9
"1718_at",16521.2,11671.8,11077.2,10568,10664,15044.7
"1719_at",517.3,401.3,425.5,624.8,709.6,346.2
"171_at",1278.9,1228.3,1255.3,1195,1097.2,519.7
"1720_at",11.2,20.1,17.9,63,73.2,45.2
"1721_g_at",122.3,115,3.7,161.1,226.8,70.6
"1722_at",271.6,361.9,247.9,202.6,585,317.1
"1723_g_at",54.3,86.3,245.4,202.5,171.5,335.6
"1724_at",599.4,763.3,886.5,1070.4,968.9,667.6
"1725_s_at",1568.4,1687.8,1375.8,396.6,817.7,318.9
"1726_at",349.9,754,618.5,676.2,1581.7,1098.1
"1727_at",176.7,21.3,93.5,70.9,98.6,27.3
"1728_at",1447.2,1888.1,1693.6,2091.1,2164.7,1768.9
"1729_at",1618.6,1544.3,1210.4,1044,543.5,1197.8
"172_at",754.5,678.1,634.1,1399.8,1553.5,1737.8
"1730_s_at",536,223.4,535.7,821.6,803.4,899.2
"1731_at",2613.2,2002.2,2066,1571.7,2346.1,644.5
"1732_at",37.4,82.3,22.8,47.5,47,335
"1733_at",123,501.2,658,405.3,170.5,87.2
"1734_at",79.8,82,256.5,89.8,142.6,181.5
"1735_g_at",305.7,255.7,238.4,332.8,469.9,404.4
"1736_at",134.9,209.9,91.1,490.6,880,672.8
"1737_s_at",13755.7,14754.8,23510.4,24402.8,16404.1,19395.4
"1738_at",30.5,126.7,72.9,441.3,141.6,127
"1739_at",83.2,200.3,58.8,169.6,166.5,46.7
"173_at",50.4,301.2,64.7,37.4,61.3,63.2
"1740_g_at",72.2,387.9,178.8,578.5,899,782.9
"1741_s_at",10901.4,13233.9,19264.3,854.3,743.1,3047.3
"1742_at",812.3,709.2,1011.1,235.1,841.9,1522.8
"1743_s_at",68.5,16.9,51.4,228.1,28.2,35.9
"1744_at",84.3,69.5,66,93.2,100.4,221.6
"1745_at",7.4,33.4,37.8,66.1,50.7,169.7
"1746_s_at",661.5,770.8,525,246,644.9,605.6
"1747_at",861.7,432.8,994.9,394.6,685.4,416.8
"1748_s_at",98.1,40.4,43.7,94.4,151.1,238.9
"1749_at",784,462.4,768,912,1234.6,1064.4
"174_s_at",1470.9,1108.1,1628.6,1739.3,1137.7,974.9
"1750_at",717.2,455.8,771.6,1058.2,369.8,788.5
"1751_g_at",1327.5,1245.8,1428.5,328,304.3,1880.4
"1752_at",1271,942.7,1556.9,225.4,209.1,1019.7
"1753_s_at",622,662.7,828.4,532.7,262.3,1514.6
"1754_at",427.7,790.3,398.2,1656.3,1421,897.6
"1755_i_at",37.9,42.7,8.9,40.5,52.1,50.4
"1756_f_at",287.3,143.2,112.2,268.7,539.8,40.5
"1757_i_at",15.1,7.1,49.5,136.1,10.9,33
"1758_r_at",27.2,2.2,2.8,101.8,17.9,50.7
"1759_f_at",59.2,74.7,101.2,161.2,301.9,123.6
"175_s_at",1659.3,1817.3,3039.9,2931.1,2293.6,3391.2
"1760_s_at",1602.9,947,2067.2,765.8,782.9,964.5
"1761_at",24.4,169.4,19.1,200.8,228.2,11.4
"1762_at",204.2,41.7,59.1,106.2,161.4,90.8
"1763_at",199.7,287.4,177.8,83.3,294.7,509.5
"1764_s_at",568.6,376.8,428.3,419.2,508.9,767.9
"1765_at",298.6,270.4,375.2,660.6,649,63.3
"1766_g_at",488.1,427.7,255.4,804.4,635.1,417.2
"1767_s_at",335.5,367.5,638,716,419,954.9
"1768_s_at",1983,1865.3,2214.7,2953.4,2673.1,3679.8
"1769_at",130.6,100.8,316.7,1162.7,732.1,255.8
"176_at",699,708.8,567.4,338.3,603.5,443.7
"1770_at",41.3,68.9,18.9,101.7,331.2,172.2
"1771_s_at",7588.5,7088.7,14484.6,7841.2,3759,9080.8
"1772_s_at",805.2,667.7,527,789,1218.5,524.3
"1773_at",378.9,479.2,519.8,838.4,672.2,741.5
"1774_at",55.2,38.8,69.4,163.5,46.2,34.4
"1775_at",3126.8,2070.4,1296.6,1033.3,109.2,1017.7
"1776_at",238.4,65.9,423.2,198,600,558.2
"1777_at",109.9,163.1,140.6,289.5,303.4,192.7
"1778_g_at",315.6,414.1,75,197.1,257.7,603.4
"1779_s_at",934.9,774.1,1182.2,1779.3,1521.7,2257.8
"177_at",473.3,342.4,70,558.5,228.5,84.1
"1780_at",1171.6,1230.6,1317.4,1976.4,2366.6,2864
"1781_at",1004.6,926.4,706.6,1146,223.7,130.1
"1782_s_at",1067.2,741.2,640.6,655.3,451.1,739.8
"1783_at",334.8,458.1,407.6,693,185.2,252.6
"1784_s_at",344.8,129.2,257.7,271.1,471.4,268.2
"1785_at",529.5,822.6,635.7,219.8,443.5,74.5
"1786_at",443.6,568.1,521.5,1013.6,639.9,469.7
"1787_at",11324.8,13451.8,19888.9,2453.7,2846.5,3746.2
"1788_s_at",116.4,33.6,229.5,315.4,67.3,354.1
"1789_at",1571.9,1209.4,1243.3,890.3,1526.6,1012.6
"178_f_at",555.5,386.2,379,674.1,1060.2,589.6
"1790_s_at",2733.1,2932.1,2857.6,2440.6,826,5020.3
"1791_s_at",24.8,174.5,125.5,363.8,57.1,22.5
"1792_g_at",2750,2990.8,2910.7,6350.7,4408.5,2321.7
"1793_at",659.5,735.2,718,912.4,1227.5,529.1
"1794_at",1610.3,1873.1,1932.3,3019.1,1348.1,860.5
"1795_g_at",2045.6,2394.7,2637.4,2488.7,2958.4,2879.1
"1796_s_at",2142.3,3135.9,2315.3,1195.9,1694.2,3226
"1797_at",977.8,967.7,1011.8,1956.5,1154.1,550.4
"1798_at",762.5,942.3,805.5,727.6,543.8,448.8
"1799_at",639.9,349,481.3,508,836,189.1
"179_at",2276,2037.2,2946.8,4725.7,3816,2607.2
"1800_g_at",323.1,244.6,220.8,438.4,611.5,562.4
"1801_at",266.3,378.7,222.1,22.3,226.4,145.9
"1802_s_at",555.6,528,674.2,515.1,264.4,498.3
"1803_at",58.7,237.7,247.2,111.8,142.3,108.6
"1804_at",1448.8,1512.9,1369.3,3056.5,1711.3,1507.1
